artifact,relative_path,size_bytes,sha256
authority_design_registry,joint_qdesn_shared_backbone_authority_design_registry_v1.csv,5781,8aa5663e9afbd401c02109b7b79d98ade6c039a2d0d09fe2b9850c5fa2dd1b80
