"fit_id","model_id","model_family","quantile_level","inference_method","coefficient_prior","reservoir_seed","likelihood_family","required","enabled","config_hash","notes"
"raw_glofas_latent_path_d1n300_m110a088r097_p50","raw_glofas_latent_path_d1n300_m110a088r097_p50","raw_glofas",0.5,"none","none",,"none","true","true","TO_BE_COMPUTED","Raw GloFAS ensemble median baseline for the Dec. 25 latent-path d1n300_m110a088r097 focused candidate launch."
"qdesn_latent_path_rhs_al_vb_d1n300_m110a088r097_p50","qdesn_latent_path_rhs_al_vb_d1n300_m110a088r097_p50","qdesn_glofas_discrepancy",0.5,"vb_ld","rhs",20260512,"al","true","true","TO_BE_COMPUTED","Median-only d1n300_m110a088r097 latent-path two-block ensemble-likelihood Q-DESN candidate with AL likelihood, VB max_iter=1000, independent beta/alpha RHS tau0=0.003, and screened reservoir provenance: Higher effective-rank screen than selected reference while retaining accepted seed 20260512."
