scenario_id,candidate_id,candidate_role,architecture_signature,design_class,D,n,n_tilde,retained_state_budget,width_shape,state_reduction,alpha,rho,pi_w,pi_in,input_scale,reservoir_seed,rhs_tau0,replicate_count,calibration_acrps_mean,calibration_acrps_between_rep_sd,calibration_exact_gaussian_crps_mean,convergence_fraction,maximum_final_delta,mean_iterations,runtime_seconds_total,selection_rank,parity_candidate_id,parity_best_tau0,parity_calibration_acrps_mean,absolute_acrps_gain_vs_parity,relative_acrps_gain_vs_parity,selection_window,protected_rows_used_for_selection,next_stage,retained_quantile_jobs,retained_quantile_failures,retained_quantile_manifest_sha256
regime_shift,regime_shift__authority_frozen_base_fixture,mandatory_authority_anchor,8a113dce87525ad3f965f5ebd84d85e211a559eaabae9219e1d5dfdee43cb986,direct,0,,,0,direct,false,,,,,,,1,3,0.400663249238549,0.00556941393490529,0.423888962610916,1,0.0000630499513316618,50,4.38227367401122,1,regime_shift__authority_frozen_base_fixture,1,0.400663249238549,0,0,observational_fit_only_350_train_150_calibration,0,complete_vb_pilot_retained_for_future_mcmc,51,0,3bb81c4ce5f133026cf6789075a74bf954a76bf0b753cf0360cffb4c96182185
