"fit_id","model_id","model_family","quantile_level","inference_method","coefficient_prior","reservoir_seed","likelihood_family","required","enabled","config_hash","notes"
"raw_glofas_latent_path_d1n300_m180_a92_r95_w018_bt3em03_at1em02_skip_p50","raw_glofas_latent_path_d1n300_m180_a92_r95_w018_bt3em03_at1em02_skip_p50","raw_glofas",0.5,"none","none",,"none","true","true","TO_BE_COMPUTED","Raw GloFAS ensemble median baseline for flex candidate 1/8 (m180_alpha_tau1em2_skip). Raw reference row retained for relaunch batch engine73c_relaunch_20260527."
"qdesn_latent_path_rhs_al_vb_d1n300_m180_a92_r95_w018_bt3em03_at1em02_skip_p50_engine73c","qdesn_latent_path_rhs_al_vb_d1n300_m180_a92_r95_w018_bt3em03_at1em02_skip_p50_engine73c","qdesn_glofas_discrepancy",0.5,"vb_ld","rhs",20260512,"al","true","true","TO_BE_COMPUTED","Median-only higher-flexibility latent-path two-block ensemble-likelihood Q-DESN candidate 1/8 (m180_alpha_tau1em2_skip) with input readout skip, beta RHS tau0=0.003, discrepancy RHS tau0=0.01, and AL-VB max_iter=1000. Relaunch batch engine73c_relaunch_20260527 uses frozen application engine engine73c."
