fit_id,model_id,model_family,quantile_level,inference_method,coefficient_prior,reservoir_seed,likelihood_family,required,enabled,config_hash,notes
raw_glofas_latent_path_d1n300_selected_smoke_p50,raw_glofas_latent_path_d1n300_selected_smoke_p50,raw_glofas,0.50,none,none,NA,none,true,true,TO_BE_COMPUTED,"Raw GloFAS ensemble median baseline for the Dec. 25 selected D=1 n=300 m100 alpha0.92 rho0.97 smoke workflow."
qdesn_latent_path_rhs_al_vb_d1n300_selected_smoke_p50,qdesn_latent_path_rhs_al_vb_d1n300_selected_smoke_p50,qdesn_glofas_discrepancy,0.50,vb_ld,rhs,20260512,al,true,true,TO_BE_COMPUTED,"Median-only selected D=1 n=300 m100 alpha0.92 rho0.97 latent-path two-block ensemble-likelihood Q-DESN smoke row with AL likelihood, tiny VB settings, independent beta/alpha RHS priors, and zoom2 reservoir-screening provenance."
