"fit_id","model_id","model_family","quantile_level","inference_method","coefficient_prior","reservoir_seed","likelihood_family","required","enabled","config_hash","notes"
"raw_glofas_latent_path_d1n300_m360_a92_r95_w018_bt3em02_at3em02_skip_s20260528_p50_engine73c","raw_glofas_latent_path_d1n300_m360_a92_r95_w018_bt3em02_at3em02_skip_s20260528_p50_engine73c","raw_glofas",0.5,"none","none",,"none","true","true","TO_BE_COMPUTED","Raw GloFAS ensemble median baseline for memory-refinement candidate 13/16 (m360_w18_both_tau3em2_seed20260528)."
"qdesn_latent_path_rhs_al_vb_d1n300_m360_a92_r95_w018_bt3em02_at3em02_skip_s20260528_p50_engine73c","qdesn_latent_path_rhs_al_vb_d1n300_m360_a92_r95_w018_bt3em02_at3em02_skip_s20260528_p50_engine73c","qdesn_glofas_discrepancy",0.5,"vb_ld","rhs",20260528,"al","true","true","TO_BE_COMPUTED","Median-only memory-refinement latent-path two-block ensemble-likelihood Q-DESN candidate 13/16 (seed_panel; m360_w18_both_tau3em2_seed20260528) with input readout skip, beta RHS tau0=0.03, discrepancy RHS tau0=0.03, reservoir seed 20260528, frozen engine73c, and AL-VB max_iter=1000."
