region,fold,selected_on_split,selected_on_unit,selection_metric,selected_method_id,selection_metric_value,selection_AQL,selection_AQCR,selection_MAE,selection_RMSE,experiment_id,stage,priority,lag_window,feature_map,feature_dim,projection_scale,depth,units,alpha,rho,input_scale,recurrent_sparsity,state_output,quantiles,tau0,seed,data_config,full_config,run_dir,model_dir,adapter_dir,rationale,test_AQL,test_AQCR,test_MAE,test_RMSE
DE_LU,2,val,original,AQL,qdesn_exal_rhs_ns_exact_chunked,6.194531714549435,6.194531714549435,0.0,12.38906342909887,19.89980294826082,fup_f2_priorp2retest_l96_d1_n120_a0p5_r0p9_in0p25_seed20260603,followup_seed_refine,0,96,window_reservoir_v1,120,1.0,1,[120],0.5,0.9,0.25,0.05,final_layer,[0.5],0.001,20260603,application/data_local/pricefm/experiment_grids/pricefm_median_de_lu_folds23_followup_20260605/configs/data/fup_f2_priorp2retest_l96_d1_n120_a0p5_r0p9_in0p25_seed20260603.yaml,application/data_local/pricefm/experiment_grids/pricefm_median_de_lu_folds23_followup_20260605/configs/full/fup_f2_priorp2retest_l96_d1_n120_a0p5_r0p9_in0p25_seed20260603.yaml,application/data_local/pricefm/runs/pricefm_median_de_lu_folds23_followup_20260605/fup_f2_priorp2retest_l96_d1_n120_a0p5_r0p9_in0p25_seed20260603,application/data_local/pricefm/runs/pricefm_median_de_lu_folds23_followup_20260605/fup_f2_priorp2retest_l96_d1_n120_a0p5_r0p9_in0p25_seed20260603/cells/region=DE_LU/fold=2/model,application/data_local/pricefm/runs/pricefm_median_de_lu_folds23_followup_20260605/fup_f2_priorp2retest_l96_d1_n120_a0p5_r0p9_in0p25_seed20260603/cells/region=DE_LU/fold=2/adapter,Fold 2 follow-up seed/refinement geometry from role prior_p2_retest; source experiment rfdeep_p1_input_lag_window96_units120_rho0p9_input_scale0p25; source method qdesn_exal_rhs_ns_exact_chunked.,7.033290861288854,0.0,14.066581722577707,21.26397036762608
DE_LU,3,val,original,AQL,qdesn_exal_rhs_ns_exact_chunked,6.738953736644266,6.738953736644266,0.0,13.477907473288532,20.58473585585269,fup_f3_fold3localrefine_l96_d2_n80x80_a0p4_r0p9_in0p35_seed20260603,followup_seed_refine,0,96,window_reservoir_v1,80,1.0,2,"[80, 80]",0.4,0.9,0.35,0.05,final_layer,[0.5],0.001,20260603,application/data_local/pricefm/experiment_grids/pricefm_median_de_lu_folds23_followup_20260605/configs/data/fup_f3_fold3localrefine_l96_d2_n80x80_a0p4_r0p9_in0p35_seed20260603.yaml,application/data_local/pricefm/experiment_grids/pricefm_median_de_lu_folds23_followup_20260605/configs/full/fup_f3_fold3localrefine_l96_d2_n80x80_a0p4_r0p9_in0p35_seed20260603.yaml,application/data_local/pricefm/runs/pricefm_median_de_lu_folds23_followup_20260605/fup_f3_fold3localrefine_l96_d2_n80x80_a0p4_r0p9_in0p35_seed20260603,application/data_local/pricefm/runs/pricefm_median_de_lu_folds23_followup_20260605/fup_f3_fold3localrefine_l96_d2_n80x80_a0p4_r0p9_in0p35_seed20260603/cells/region=DE_LU/fold=3/model,application/data_local/pricefm/runs/pricefm_median_de_lu_folds23_followup_20260605/fup_f3_fold3localrefine_l96_d2_n80x80_a0p4_r0p9_in0p35_seed20260603/cells/region=DE_LU/fold=3/adapter,Fold 3 follow-up seed/refinement geometry from role fold3_local_refine; source experiment fold3_l96_n80_local_surface; source method qdesn_exal_rhs_ns_exact_chunked.,8.504555905698876,0.0,17.00911181139775,26.90075468241856
