method_id,AQL_mean,AQL_std,AQL_min,AQL_max,MAE_mean,RMSE_mean
pricefm_phase1_pretraining,5.56946200862063,0.3989478075985642,5.323539526886216,6.029767217747077,13.714243416124091,22.53270952125163
qdesn_exal_rhs_ns_exact_chunked,5.905745675197696,0.9998176365672052,5.074280316840853,7.015116822729933,14.591392005004536,22.729136664116783
qdesn_al_rhs_ns_exact_chunked,5.976584669601739,1.0417517748171254,5.119165520005391,7.135959052477967,14.650976808025954,22.76527998788833
normal_rhs_ns,7.409796696664835,0.947712710975654,6.690491043483006,8.483668618156132,17.928499168778675,24.780206459421407
normal_scaled_ridge,33.699433575615494,6.944285158338987,26.60197911856152,40.47967771309725,28.275407847138283,36.64600067523131
