fold,method_id,horizon_group,AQL,MAE,RMSE,pricefm_AQL,pricefm_MAE,pricefm_RMSE,delta_AQL_vs_pricefm,delta_MAE_vs_pricefm,delta_RMSE_vs_pricefm
2,pricefm_phase1_pretraining,1-24,2.519749229612953,6.066165586145019,7.912492694009451,2.519749229612953,6.066165586145019,7.912492694009451,0.0,0.0,0.0
2,qdesn_exal_rhs_ns_exact_chunked,1-24,2.8475939541975532,7.231245726879002,9.909990558859453,2.519749229612953,6.066165586145019,7.912492694009451,0.3278447245846001,1.1650801407339824,1.9974978648500024
2,qdesn_al_rhs_ns_exact_chunked,1-24,2.9270531803503634,7.425165596690422,10.01151972002504,2.519749229612953,6.066165586145019,7.912492694009451,0.4073039507374103,1.3590000105454028,2.099027026015589
2,normal_rhs_ns,1-24,5.06173721883188,9.72948487790334,13.159489985112431,2.519749229612953,6.066165586145019,7.912492694009451,2.5419879892189265,3.663319291758321,5.24699729110298
2,normal_scaled_ridge,1-24,38.11331208132962,52.06787441996247,70.92033315027204,2.519749229612953,6.066165586145019,7.912492694009451,35.59356285171666,46.00170883381745,63.00784045626259
2,pricefm_phase1_pretraining,25-48,6.296513087960435,15.640755343738398,19.703311024212194,6.296513087960435,15.640755343738398,19.703311024212194,0.0,0.0,0.0
2,qdesn_al_rhs_ns_exact_chunked,25-48,6.588752779752885,16.42265338268363,21.921517656977915,6.296513087960435,15.640755343738398,19.703311024212194,0.29223969179244946,0.7818980389452328,2.218206632765721
2,qdesn_exal_rhs_ns_exact_chunked,25-48,6.620129969029898,16.52610216538739,22.055788725618715,6.296513087960435,15.640755343738398,19.703311024212194,0.3236168810694622,0.8853468216489908,2.352477701406521
2,normal_rhs_ns,25-48,7.137094718439296,17.280425499025018,22.649522727892336,6.296513087960435,15.640755343738398,19.703311024212194,0.8405816304788605,1.6396701552866197,2.9462117036801416
2,normal_scaled_ridge,25-48,38.24581531391178,52.58898964333614,71.34929006325876,6.296513087960435,15.640755343738398,19.703311024212194,31.949302225951342,36.94823429959774,51.645979039046566
2,pricefm_phase1_pretraining,49-72,6.411288742596823,16.250401053093114,21.19543458015794,6.411288742596823,16.250401053093114,21.19543458015794,0.0,0.0,0.0
2,qdesn_exal_rhs_ns_exact_chunked,49-72,6.9950147040432595,17.66944210372287,23.64811375194512,6.411288742596823,16.250401053093114,21.19543458015794,0.5837259614464365,1.4190410506297546,2.4526791717871816
2,qdesn_al_rhs_ns_exact_chunked,49-72,7.054479182598318,17.607791604916123,23.60309562457356,6.411288742596823,16.250401053093114,21.19543458015794,0.6431904400014954,1.3573905518230092,2.407661044415619
2,normal_rhs_ns,49-72,7.967100396852708,19.75020109088306,25.541581453982065,6.411288742596823,16.250401053093114,21.19543458015794,1.5558116542558853,3.499800037789946,4.346146873824125
2,normal_scaled_ridge,49-72,38.84097162808209,54.75848020669222,75.83316390350646,6.411288742596823,16.250401053093114,21.19543458015794,32.42968288548526,38.508079153599105,54.63772932334852
2,qdesn_exal_rhs_ns_exact_chunked,73-96,5.976538029099786,14.83953689432157,23.044448215652604,6.192766064744174,14.98630426448876,23.53264932146021,-0.21622803564438797,-0.14676737016718988,-0.48820110580760456
2,qdesn_al_rhs_ns_exact_chunked,73-96,6.022397634197328,14.899049680118317,23.078818970379242,6.192766064744174,14.98630426448876,23.53264932146021,-0.17036843054684603,-0.08725458437044331,-0.4538303510809669
2,pricefm_phase1_pretraining,73-96,6.192766064744174,14.98630426448876,23.53264932146021,6.192766064744174,14.98630426448876,23.53264932146021,0.0,0.0,0.0
2,normal_rhs_ns,73-96,7.028742105582686,16.63468146803665,23.622609041860596,6.192766064744174,14.98630426448876,23.53264932146021,0.8359760408385117,1.6483772035478896,0.0899597204003868
2,normal_scaled_ridge,73-96,38.949205123900605,55.154729846111856,78.48403968789218,6.192766064744174,14.98630426448876,23.53264932146021,32.75643905915643,40.1684255816231,54.951390366431966
3,pricefm_phase1_pretraining,1-24,3.2265052084463637,7.834851500877676,10.902123788302271,3.2265052084463637,7.834851500877676,10.902123788302271,0.0,0.0,0.0
3,qdesn_exal_rhs_ns_exact_chunked,1-24,4.897271313789913,12.70190808696316,15.661535123528141,3.2265052084463637,7.834851500877676,10.902123788302271,1.6707661053435494,4.867056586085484,4.75941133522587
3,qdesn_al_rhs_ns_exact_chunked,1-24,4.9787639920819435,12.75449238114578,15.710497451731916,3.2265052084463637,7.834851500877676,10.902123788302271,1.7522587836355799,4.919640880268105,4.808373663429645
3,normal_rhs_ns,1-24,7.441978845554698,19.073621616878413,22.69451438978938,3.2265052084463637,7.834851500877676,10.902123788302271,4.215473637108334,11.238770116000737,11.792390601487108
3,normal_scaled_ridge,1-24,24.910576402748607,23.358393184942486,28.311497159256806,3.2265052084463637,7.834851500877676,10.902123788302271,21.68407119430224,15.52354168406481,17.409373370954533
3,pricefm_phase1_pretraining,25-48,6.879238741156282,16.84657191157412,25.926054166522423,6.879238741156282,16.84657191157412,25.926054166522423,0.0,0.0,0.0
3,qdesn_exal_rhs_ns_exact_chunked,25-48,7.001007006318993,17.17700079792204,25.57852353890379,6.879238741156282,16.84657191157412,25.926054166522423,0.12176826516271078,0.3304288863479208,-0.3475306276186316
3,qdesn_al_rhs_ns_exact_chunked,25-48,7.015945727816444,17.181102464516343,25.561009549510498,6.879238741156282,16.84657191157412,25.926054166522423,0.1367069866601618,0.33453055294222267,-0.36504461701192525
3,normal_rhs_ns,25-48,7.906093463783447,19.116501616806953,26.437393619007846,6.879238741156282,16.84657191157412,25.926054166522423,1.0268547226271645,2.2699297052328333,0.5113394524854229
3,normal_scaled_ridge,25-48,25.111783401201638,23.767234309462808,30.862088286332085,6.879238741156282,16.84657191157412,25.926054166522423,18.232544660045356,6.920662397888687,4.936034119809662
