region,fold,qdesn_method_id,qdesn_AQL,deprecated_R92_method_id,deprecated_R92_AQL,delta_AQL_qdesn_minus_deprecated_R92,authority_transition_rule,R92_case_fallback_used,test_evidence_path,test_evidence_sha256
IT_SICI,1,qdesn_exal_rhs_ns_r98_region_frozen,5.6517048018423965,qdesn_exal_rhs_ns_exact_chunked,5.976764924897453,-0.3250601230550565,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_SICI/fold=1/score/test_metric.csv,d707790cf7f33dcb0278463102c16def1ac6312615c5ddff5075b1c82fd9ca78
IT_SICI,2,qdesn_exal_rhs_ns_r98_region_frozen,5.364289563071567,qdesn_exal_rhs_ns_exact_chunked,5.2182898160030255,0.14599974706854102,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_SICI/fold=2/score/test_metric.csv,34e3d7a8e98952a35c3095393d601ec59a3684b1840cdc2384c570cf8bd606f2
IT_SICI,3,qdesn_exal_rhs_ns_r98_region_frozen,5.197723357924834,qdesn_al_rhs_ns_exact_chunked,5.360795764435397,-0.16307240651056354,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_SICI/fold=3/score/test_metric.csv,e01193daeb25496d129e8f7d1c05aa52f346079baa71c7747458f2a57467bcd3
IT_SUD,1,qdesn_exal_rhs_ns_r98_region_frozen,5.027038456369022,qdesn_exal_rhs_ns_exact_chunked,5.340008034741902,-0.3129695783728801,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_SUD/fold=1/score/test_metric.csv,00e9926076fa2a615339ff56d69fd9a48fe8bc8d076049262125f9c0fd346a60
IT_SUD,2,qdesn_exal_rhs_ns_r98_region_frozen,5.2025216766488,qdesn_exal_rhs_ns_exact_chunked,5.143669314802342,0.05885236184645848,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_SUD/fold=2/score/test_metric.csv,5cbf6ee08a9efa87ca9ec70718065eb6b0849b66dcfc5c5ed7a4dd21aaca611e
IT_SUD,3,qdesn_exal_rhs_ns_r98_region_frozen,5.08451481258744,qdesn_exal_rhs_ns_exact_chunked,5.07374038873652,0.0107744238509202,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_SUD/fold=3/score/test_metric.csv,40a7de58c23b8fb34e15ab63fd0f97bb1d7538148844ddda6f80b52beba177f8
LT,1,qdesn_exal_rhs_ns_r98_region_frozen,14.96426223609808,qdesn_exal_rhs_ns_exact_chunked,14.48059519155851,0.483667044539569,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=LT/fold=1/score/test_metric.csv,5956aa944b208fa00a49dfcdb5e30c5accf9c7fa51b0cdcda042411e36c677ad
LT,2,qdesn_exal_rhs_ns_r98_region_frozen,11.065677918485838,qdesn_exal_rhs_ns_exact_chunked,10.710845005302518,0.3548329131833192,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=LT/fold=2/score/test_metric.csv,1c6e91d7f754b5f86dc6b01284314857471612242a80df1bb7762cedf1f4578a
LT,3,qdesn_exal_rhs_ns_r98_region_frozen,12.894110042844938,qdesn_al_rhs_ns_exact_chunked,12.804693361110726,0.08941668173421213,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=LT/fold=3/score/test_metric.csv,ae8aff8eb9aa08f3f47fff6ae2f98cd27ccbfdd34cde0bed14bd421d173bd815
LV,1,qdesn_exal_rhs_ns_r98_region_frozen,14.898567972644347,qdesn_al_rhs_ns_exact_chunked,13.465938852704127,1.43262911994022,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=LV/fold=1/score/test_metric.csv,9d94f01b60efb168c6f54f768fd7c71b52e6760a66ea95d94a6fb236fce80930
LV,2,qdesn_exal_rhs_ns_r98_region_frozen,11.239454238270786,qdesn_exal_rhs_ns_exact_chunked,10.670435658216178,0.5690185800546086,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=LV/fold=2/score/test_metric.csv,f9ba1c8ae012ca6609e2ca4265f527b130e862c0e0aaa176225c1e000b289f18
LV,3,qdesn_exal_rhs_ns_r98_region_frozen,14.151980732777128,qdesn_exal_rhs_ns_exact_chunked,12.838357700378818,1.3136230323983096,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=LV/fold=3/score/test_metric.csv,50084aa96547d3362f3697523b27aa54fad6e8afe4c658eb21df251a0054db39
NL,1,qdesn_exal_rhs_ns_r98_region_frozen,6.355438751981736,qdesn_exal_rhs_ns_exact_chunked,5.370270990957525,0.9851677610242113,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NL/fold=1/score/test_metric.csv,2ea7ba2fa33fb4de917d59df7687e51f4df92a14e62cb6a126e29b437a2ce2f6
NL,2,qdesn_exal_rhs_ns_r98_region_frozen,6.709951378599105,qdesn_exal_rhs_ns_exact_chunked,5.7707911110683,0.9391602675308048,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NL/fold=2/score/test_metric.csv,590735d8576836bb403d43ab34f7dfe03efa62224c249e6031f32dfe50fa3a95
NL,3,qdesn_exal_rhs_ns_r98_region_frozen,7.065530334404162,qdesn_exal_rhs_ns_exact_chunked,6.785329454228566,0.2802008801755962,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NL/fold=3/score/test_metric.csv,faabc31eed275486df12b6104f98b3725c8c15a224ac7864134466ab33bf94e8
NO_1,1,qdesn_exal_rhs_ns_r98_region_frozen,7.53834768729539,qdesn_exal_rhs_ns_exact_chunked,7.236886783843283,0.3014609034521074,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_1/fold=1/score/test_metric.csv,847d3218b0ab3841669fd182da837b6cef5ba9cbe49f472b48731604eaedba0e
NO_1,2,qdesn_exal_rhs_ns_r98_region_frozen,7.9099445520215905,qdesn_exal_rhs_ns_exact_chunked,6.286119944767391,1.6238246072541997,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_1/fold=2/score/test_metric.csv,305c3422b9d63fd37fefa3b236da525ac333e5a78564ad00513baf7535499b78
NO_1,3,qdesn_exal_rhs_ns_r98_region_frozen,4.615949660119489,qdesn_exal_rhs_ns_exact_chunked,4.944852905959345,-0.32890324583985553,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_1/fold=3/score/test_metric.csv,ef8b05c73c6a8cdfece34de752838263927bf2d1d1311d7bc7f50f971fd3e449
NO_2,1,qdesn_exal_rhs_ns_r98_region_frozen,6.838138265962858,qdesn_al_rhs_ns_exact_chunked,6.858855361703237,-0.0207170957403795,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_2/fold=1/score/test_metric.csv,efef4e358e25bc8942549a346743ea8b80f5f33190fdb717be16d239ca9dd988
NO_2,2,qdesn_exal_rhs_ns_r98_region_frozen,5.629510139596731,qdesn_al_rhs_ns_exact_chunked,4.869291289898341,0.7602188496983899,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_2/fold=2/score/test_metric.csv,74acb912642701b0b77654045540afa6b96fd18524be7de9bee9f07b7298a44f
NO_2,3,qdesn_exal_rhs_ns_r98_region_frozen,4.12027505254759,qdesn_exal_rhs_ns_exact_chunked,4.424711029434241,-0.30443597688665136,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_2/fold=3/score/test_metric.csv,966a4444c29ce7b9e73d4f960653cacb40fc5f2fa5c31570f5c2831f7f8aa742
NO_3,1,qdesn_exal_rhs_ns_r98_region_frozen,4.232585205354528,qdesn_exal_rhs_ns_exact_chunked,4.135597461874142,0.09698774348038608,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_3/fold=1/score/test_metric.csv,c04abe8e1fe42b291c09062b34a56bd95f326280ffa3b1a507a6ecfe0b9ac5ac
NO_3,2,qdesn_exal_rhs_ns_r98_region_frozen,2.188655654418615,qdesn_exal_rhs_ns_exact_chunked,2.213442982177947,-0.024787327759332012,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_3/fold=2/score/test_metric.csv,c54a96b069978a3170a5c4e5dd925ec6181ed7ac7a9c1203f2937385f3af851d
NO_3,3,qdesn_exal_rhs_ns_r98_region_frozen,4.039799390376852,qdesn_al_rhs_ns_exact_chunked,4.130955955411643,-0.09115656503479119,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_3/fold=3/score/test_metric.csv,52d9b80d5959a048ecdddb1e457bd19fa22f85cea48f7e3fe68ccc6fdea72cf4
NO_4,1,qdesn_exal_rhs_ns_r98_region_frozen,2.2163385953866084,qdesn_al_rhs_ns_exact_chunked,2.2036996550064707,0.012638940380137687,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_4/fold=1/score/test_metric.csv,f54a32a4064b7ad3900e71fa9937ab5eb691c24b844755c66280c9a9dbcf32c8
NO_4,2,qdesn_exal_rhs_ns_r98_region_frozen,1.3748847305712024,qdesn_al_rhs_ns_exact_chunked,1.3243247421428654,0.05055998842833698,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_4/fold=2/score/test_metric.csv,e5eafdd1c506ae4f9b48465d03cdf6a4ad5c1c9c7529af074a27892b51ac3a04
NO_4,3,qdesn_exal_rhs_ns_r98_region_frozen,3.235116378847432,qdesn_al_rhs_ns_exact_chunked,3.320648905671605,-0.0855325268241729,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_4/fold=3/score/test_metric.csv,c1129d740734368cb11eedf0b070ebdf7e208c2f009ebeff4692df3e8f51b954
NO_5,1,qdesn_exal_rhs_ns_r98_region_frozen,4.8500022784774925,qdesn_exal_rhs_ns_exact_chunked,4.959878577629979,-0.10987629915248665,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_5/fold=1/score/test_metric.csv,0b928976fdad055086c3332aec839cb87be8657c065597bdffc4b9ba29102685
NO_5,2,qdesn_exal_rhs_ns_r98_region_frozen,2.84566842266213,qdesn_al_rhs_ns_exact_chunked,2.821340370741668,0.024328051920461835,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_5/fold=2/score/test_metric.csv,c0c5d517b3cabd416eb629a34645d2e7590f7d54fc13d53665f610d501d3561e
NO_5,3,qdesn_exal_rhs_ns_r98_region_frozen,4.165434866388359,qdesn_al_rhs_ns_exact_chunked,4.058702967577082,0.10673189881127687,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_5/fold=3/score/test_metric.csv,c62deab6e2d09dba521187b158a56382485b0a4907c1af9cae652b1663c2685d
PL,1,qdesn_al_rhs_ns_r98_region_frozen,7.2653674817043825,qdesn_exal_rhs_ns_exact_chunked,6.9331039549275415,0.332263526776841,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=PL/fold=1/score/test_metric.csv,6caa5b618d2cc87be7092e2dbd1b50886c5e769f0c68c4da1b1970d71677ab7c
PL,2,qdesn_al_rhs_ns_r98_region_frozen,7.17540038900301,qdesn_exal_rhs_ns_exact_chunked,7.149845794387182,0.025554594615828208,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=PL/fold=2/score/test_metric.csv,fd0b2458fc2ce3e8df1e1eb00eace49575c904c8f8385f5da9810532e9e384a8
PL,3,qdesn_al_rhs_ns_r98_region_frozen,7.968455839121588,qdesn_al_rhs_ns_exact_chunked,8.403226775374353,-0.4347709362527654,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=PL/fold=3/score/test_metric.csv,b31c9fd328d3ff6018005a3bee4ebcae6c52dbb332dee05bece082301abc4e62
PT,1,qdesn_al_rhs_ns_r98_region_frozen,5.196484417965161,qdesn_al_rhs_ns_exact_chunked,6.500130737567129,-1.3036463196019676,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=PT/fold=1/score/test_metric.csv,c3974cc779886d1ba9e4355ac61c6eb193b8f4ad1c12d3a6a4855de1e2ded252
PT,2,qdesn_al_rhs_ns_r98_region_frozen,6.482886125383154,qdesn_exal_rhs_ns_exact_chunked,6.816431703717724,-0.33354557833456955,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=PT/fold=2/score/test_metric.csv,bb51277428411d631aff489054de9d3131da147353622144fadb156a257377b9
PT,3,qdesn_al_rhs_ns_r98_region_frozen,4.898387588121984,qdesn_al_rhs_ns_exact_chunked,5.732105108002795,-0.8337175198808113,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=PT/fold=3/score/test_metric.csv,10aa16c0979f04f16cd35002efd7af91b24acaeeba3f6d73ee50681d558b9028
RO,1,qdesn_al_rhs_ns_r98_region_frozen,8.247239037732014,qdesn_exal_rhs_ns_exact_chunked,8.297235084538215,-0.04999604680620173,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=RO/fold=1/score/test_metric.csv,1f3e66fc4dbd64e217e82112f77d02a72a61774a14e3c6d198e668cb239c6a8f
RO,2,qdesn_al_rhs_ns_r98_region_frozen,7.64057792957062,qdesn_exal_rhs_ns_exact_chunked,6.757125108806398,0.883452820764222,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=RO/fold=2/score/test_metric.csv,a618ce9b95f797e99ba95c7eca76dbc551d53f9ca2121eccadfc190066876fcd
RO,3,qdesn_al_rhs_ns_r98_region_frozen,9.280595998977445,qdesn_exal_rhs_ns_exact_chunked,8.98372949870238,0.29686650027506545,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=RO/fold=3/score/test_metric.csv,c28f472cc943246ee98227731c6877e590f40fba02b8daf63587503c6b938669
SE_1,1,qdesn_exal_rhs_ns_r98_region_frozen,5.016777632750146,qdesn_exal_rhs_ns_exact_chunked,4.9928063361950406,0.023971296555105326,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_1/fold=1/score/test_metric.csv,f2fe3b5f34b814309263b59ca00d6d250d7e383f060779496e1714209a8509ec
SE_1,2,qdesn_exal_rhs_ns_r98_region_frozen,3.029786064010655,qdesn_al_rhs_ns_exact_chunked,4.455489392247451,-1.4257033282367964,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_1/fold=2/score/test_metric.csv,85ff1652a86c0ee76e747b55f21d230a4aba17513d9d0207939a5d94c72b4e82
SE_1,3,qdesn_exal_rhs_ns_r98_region_frozen,4.798387184990931,qdesn_al_rhs_ns_exact_chunked,5.13667159910312,-0.3382844141121888,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_1/fold=3/score/test_metric.csv,9986406a5faccf78f67d7d1910b9d34e395824414f15714e14929cb1ee65a414
SE_2,1,qdesn_exal_rhs_ns_r98_region_frozen,5.710804422176713,qdesn_exal_rhs_ns_exact_chunked,6.445638688948606,-0.7348342667718937,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/authoritative/pricefm_stage_r96_scoring_only_test_closeout_20260908/pricefm_stage_r96_se2_fold_comparison.csv,b93302cd85059b8dafac12dae59bc251d30105948a302a2d7f516be65805a985
SE_2,2,qdesn_exal_rhs_ns_r98_region_frozen,3.137367932570641,qdesn_exal_rhs_ns_exact_chunked,3.027532291877057,0.10983564069358387,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/authoritative/pricefm_stage_r96_scoring_only_test_closeout_20260908/pricefm_stage_r96_se2_fold_comparison.csv,b93302cd85059b8dafac12dae59bc251d30105948a302a2d7f516be65805a985
SE_2,3,qdesn_exal_rhs_ns_r98_region_frozen,5.365385753188129,qdesn_exal_rhs_ns_exact_chunked,5.302326465187649,0.06305928800047944,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/authoritative/pricefm_stage_r96_scoring_only_test_closeout_20260908/pricefm_stage_r96_se2_fold_comparison.csv,b93302cd85059b8dafac12dae59bc251d30105948a302a2d7f516be65805a985
SE_3,1,qdesn_exal_rhs_ns_r98_region_frozen,8.292879278864762,qdesn_exal_rhs_ns_exact_chunked,7.563095505135696,0.729783773729066,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_3/fold=1/score/test_metric.csv,5d395ba8c9b45b250bcd42634497f5db226e5b47f19eafb9e9104f70945e91ba
SE_3,2,qdesn_exal_rhs_ns_r98_region_frozen,5.609060928064199,qdesn_exal_rhs_ns_exact_chunked,6.001828188404904,-0.39276726034070464,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_3/fold=2/score/test_metric.csv,67c4ac20515cf23f549e595d1012fbf001d302ef7f38eb8a108ffd2e2e124d36
SE_3,3,qdesn_exal_rhs_ns_r98_region_frozen,7.322353167637433,qdesn_exal_rhs_ns_exact_chunked,7.318540783944788,0.0038123836926455823,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_3/fold=3/score/test_metric.csv,67ef34ceb777e0127cc82bb3bb711c1056e076eb44db64c3940da52b2bd5e21c
SE_4,1,qdesn_al_rhs_ns_r98_region_frozen,8.058925773608484,qdesn_exal_rhs_ns_exact_chunked,8.482355318895749,-0.42342954528726473,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_4/fold=1/score/test_metric.csv,f92ee97510f4c616a7c1ffdab412a20387bfafb285c69522a2570f9b19d20b30
SE_4,2,qdesn_al_rhs_ns_r98_region_frozen,7.561391608352648,qdesn_exal_rhs_ns_exact_chunked,7.680880934598577,-0.11948932624592956,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_4/fold=2/score/test_metric.csv,adbc54741289a2dc7c07557eaf54bb9e175eb33715e3e86ff0983b038a25a8e1
SE_4,3,qdesn_al_rhs_ns_r98_region_frozen,8.693182347773744,qdesn_exal_rhs_ns_exact_chunked,8.133776058305212,0.5594062894685319,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_4/fold=3/score/test_metric.csv,4e402b07b5f67342465d363ee2a310154705556a8217c58417a6d8aa5b7845d1
SI,1,qdesn_al_rhs_ns_r98_region_frozen,7.164152245520442,qdesn_exal_rhs_ns_exact_chunked,7.379365969748176,-0.2152137242277341,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SI/fold=1/score/test_metric.csv,721a46e805cebeab29905b5cab3542b6b92ef2547c4da7d0cc7f47d7aabebf6b
SI,2,qdesn_al_rhs_ns_r98_region_frozen,7.807330300195346,qdesn_al_rhs_ns_exact_chunked,7.981555119629786,-0.17422481943444001,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SI/fold=2/score/test_metric.csv,5feb063ede47031d977ef49f3c41a2c30fe076e188d3d72a3f1c666e553c9ddd
SI,3,qdesn_al_rhs_ns_r98_region_frozen,8.450737251879135,qdesn_exal_rhs_ns_exact_chunked,7.060209871560028,1.3905273803191065,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SI/fold=3/score/test_metric.csv,d28b4af9a6c8c02fa646a08a33f9e885392fedf1e148147cc53c050b257c976d
SK,1,qdesn_exal_rhs_ns_r98_region_frozen,7.862621293770901,qdesn_exal_rhs_ns_exact_chunked,7.9971865667259,-0.13456527295499932,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SK/fold=1/score/test_metric.csv,601a84ce6533a7357522d998613e96d89daadb4beb9d2b04530ca7c0f4e7d9dd
SK,2,qdesn_exal_rhs_ns_r98_region_frozen,7.657651470498573,qdesn_exal_rhs_ns_exact_chunked,6.662191157409304,0.9954603130892687,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SK/fold=2/score/test_metric.csv,f8e0e37da843f9febdd8ac02a992f158eac129e3940743c73716638f47bab19b
SK,3,qdesn_exal_rhs_ns_r98_region_frozen,17.104154456030283,qdesn_exal_rhs_ns_exact_chunked,8.8066852720388,8.297469183991483,complete_114_case_replacement_regardless_of_performance,False,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SK/fold=3/score/test_metric.csv,04a258161b180061ed991dee93f58a86fb53fedb7f19e8c0410ec124d2162acd
