"category","check","passed","detail"
"source","all_component_fits_completed",TRUE,"p05 completed; p15 completed; p35 completed; p50 completed; p65 completed; p80 completed; p95 completed"
"source","synthesis_readiness_passed",TRUE,"all_required_source_runs_complete=TRUE; all_target_quantiles_available=TRUE; duplicate_prediction_keys_absent=TRUE; post_synthesis_crossings_absent=TRUE; score_summary_exists=TRUE; manuscript_figures_exist=TRUE"
"synthesis","post_synthesis_crossings_absent",TRUE,"Q-DESN:after_isotonic:0; Q-DESN:before_isotonic:0; Raw GloFAS:after_isotonic:0; Raw GloFAS:before_isotonic:0"
"synthesis","score_summary_available",TRUE,"/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_cal07_scorebalanced_spread140_add050_synthesis_final/tables/score_summary.csv"
"figures","diagnostic_figures_written",TRUE,"glofas_cal07_scorebalanced_spread140_add050_vb_elbo_traces.pdf; glofas_cal07_scorebalanced_spread140_add050_vb_parameter_change_traces.pdf; glofas_cal07_scorebalanced_spread140_add050_vb_runtime_convergence.pdf; glofas_cal07_scorebalanced_spread140_add050_readout_norm_summary.pdf; glofas_cal07_scorebalanced_spread140_add050_score_summary.pdf; glofas_cal07_scorebalanced_spread140_add050_check_loss_by_quantile.pdf; glofas_cal07_scorebalanced_spread140_add050_crps_by_horizon.pdf; glofas_cal07_scorebalanced_spread140_add050_interval_coverage.pdf; glofas_cal07_scorebalanced_spread140_add050_qdesn_interval_widths.pdf; glofas_cal07_scorebalanced_spread140_add050_qdesn_synthesized_bands.pdf; glofas_cal07_scorebalanced_spread140_add050_raw_vs_qdesn_monotone_paths.pdf; glofas_cal07_scorebalanced_spread140_add050_qdesn_component_paths.pdf; glofas_cal07_scorebalanced_spread140_add050_discrepancy_prepost_cutoff_window.pdf; glofas_cal07_scorebalanced_spread140_add050_discrepancy_forecast_correction_comparison.pdf; glofas_cal07_scorebalanced_spread140_add050_isotonic_adjustment.pdf; glofas_cal07_scorebalanced_spread140_add050_crossing_summary.pdf"
"figures","diagnostic_tables_written",TRUE,"/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures/tables"
