"model_id","origin_date","target_date","horizon","lower","upper","nominal","covered","interval_score"
"qdesn_glofas_discrepancy_fr09_authoritative",2022-12-25,2023-01-11,17,0.05,0.95,0.9,FALSE,21.9696566142246
"qdesn_glofas_discrepancy_fr09_authoritative",2022-12-25,2023-01-12,18,0.05,0.95,0.9,FALSE,7.42762919596298
"qdesn_glofas_discrepancy_fr09_authoritative",2022-12-25,2023-01-13,19,0.05,0.95,0.9,FALSE,25.0234536814809
"qdesn_glofas_discrepancy_fr09_authoritative",2022-12-25,2023-01-14,20,0.05,0.95,0.9,FALSE,23.9570495693339
"qdesn_glofas_discrepancy_fr09_authoritative",2022-12-25,2023-01-15,21,0.05,0.95,0.9,FALSE,5.28562039003097
"qdesn_glofas_discrepancy_fr09_authoritative",2022-12-25,2023-01-16,22,0.05,0.95,0.9,FALSE,14.7102806122476
"qdesn_glofas_discrepancy_fr09_authoritative",2022-12-25,2023-01-17,23,0.05,0.95,0.9,FALSE,24.9092153294024
"qdesn_glofas_discrepancy_fr09_authoritative",2022-12-25,2023-01-18,24,0.05,0.95,0.9,FALSE,13.7306685255471
"qdesn_glofas_discrepancy_fr09_authoritative",2022-12-25,2023-01-19,25,0.05,0.95,0.9,TRUE,2.61777890189413
"qdesn_glofas_discrepancy_fr09_authoritative",2022-12-25,2023-01-20,26,0.05,0.95,0.9,FALSE,15.0069381851574
"qdesn_glofas_discrepancy_fr09_authoritative",2022-12-25,2023-01-21,27,0.05,0.95,0.9,FALSE,3.99498948801635
"qdesn_glofas_discrepancy_fr09_authoritative",2022-12-25,2023-01-22,28,0.05,0.95,0.9,TRUE,1.75311593610119
