"model_id","model_family","n_quantile_levels","quantile_levels","horizon","n","check_loss_mean","mae_to_observation","rmse_to_observation","bias_to_observation"
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",1,7,0.300560299537602,1.02768293328119,1.27714945548612,1.02768293328119
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",1,7,0.144283957784477,0.292750059272851,0.292750059272851,-0.292750059272851
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",2,7,0.513852662720509,1.5036911703794,1.6664380937867,-1.47127452155953
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",2,7,1.35942075145665,2.81125285100148,2.81399694996202,-2.81125285100148
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",3,7,0.162011288361364,0.797086387277081,0.918145547792529,-0.447332970717936
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",3,7,0.47032209038395,1.08256919849528,1.10253752459107,-1.08256919849528
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",4,7,0.0785912420915612,0.634618685339327,0.838260030336068,0.165008775410941
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",4,7,0.211020812387435,0.554973073963921,0.591696454901468,-0.554973073963921
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",5,7,0.227963903506158,0.963147751717337,1.08446464784241,-0.676081255905348
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",5,7,0.620531941831122,1.39406622108227,1.41098826609664,-1.39406622108227
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",6,7,1.24587968940365,3.03358156303558,3.15095471712886,-3.03358156303558
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",6,7,1.69464432422073,3.58202169213801,3.58969806424197,-3.58202169213801
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",7,7,0.502561036243009,1.54042224168909,1.70388895883813,-1.46146174864414
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",7,7,0.868613819096618,1.92030369880949,1.9372233117704,-1.92030369880949
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",8,7,0.172447574432437,0.863449026985984,1.00823276126352,-0.510240347714484
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",8,7,0.474190999145813,1.12741534326562,1.15924831101308,-1.12741534326562
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",9,7,0.110850645848184,0.745822274417867,0.907847751660022,-0.199540097505262
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",9,7,0.297191838655828,0.811842381537337,0.879064992466767,-0.811842381537337
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",10,7,0.239241632015708,1.02107527269022,1.15432759947028,-0.720754180163004
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",10,7,0.581836208098385,1.36708313524833,1.40032321568045,-1.36708313524833
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",11,7,0.504038588751237,1.56923147163583,1.73901451073222,-1.4791988346013
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",11,7,0.922734055330613,2.07837088486227,2.10564340451385,-2.07837088486227
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",12,7,0.194142737574152,0.946137164535006,1.09031521629806,-0.564843738827017
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",12,7,0.47578593158699,1.17536548762186,1.22473251034586,-1.17536548762186
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",13,7,0.115176004377713,0.79221660308945,0.960102122463624,-0.158682520266087
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",13,7,0.297772733327948,0.822961091100207,0.895867289736183,-0.822961091100207
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",14,7,0.368748876745631,1.31205117738788,1.45537937620767,-1.11060556639575
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",14,7,0.81835003972873,1.88291846746894,1.91680888574857,-1.88291846746894
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",15,7,0.913833056641438,2.42523314782149,2.60431745723255,-2.42523314782149
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",15,7,1.47090534872907,3.23305534291663,3.25778707486198,-3.23305534291663
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",16,7,0.38530240908406,1.34450166524476,1.48399346846748,-1.14679867388383
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",16,7,0.852336794747094,1.97233629966232,2.01143631500119,-1.97233629966232
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",17,7,0.348731038290847,1.26988152109584,1.40334583364079,-1.03938687204109
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",17,7,0.817530352846228,1.90812826798026,1.95146240449713,-1.90812826798026
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",18,7,0.306746454699482,1.1985521254464,1.33763659034737,-0.925806988011513
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",18,7,0.768936207652716,1.82843475306116,1.88123041446101,-1.82843475306116
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",19,7,0.361828410936178,1.31148070175657,1.44368747302987,-1.06693609757611
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",19,7,0.857916978211203,2.00516918704548,2.05251757242776,-2.00516918704548
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",20,7,0.79904084501143,2.21176590933725,2.42211512229026,-2.21176590933725
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",20,7,1.4509521952317,3.19771779751705,3.22435360402634,-3.19771779751705
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",21,7,0.46001932134104,1.52928169232619,1.6848886648089,-1.35631906021845
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",21,7,1.03417315461107,2.37257817694602,2.4135861823934,-2.37257817694602
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",22,7,0.54322367572026,1.70309843905809,1.88242717113336,-1.58901959873706
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",22,7,1.16709028742861,2.65403277980127,2.69426529443975,-2.65403277980127
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",23,7,0.316805807412321,1.23608127776786,1.37640319116249,-0.947187148040235
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",23,7,0.860258956051293,2.04388284190018,2.09973766695418,-2.04388284190018
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",24,7,0.202626329623982,0.996374405291946,1.14467520316496,-0.574309235780005
