"category","check","passed","detail"
"source","all_component_fits_completed",TRUE,"p05 completed; p15 completed; p35 completed; p50 completed; p65 completed; p80 completed; p95 completed"
"source","synthesis_readiness_passed",TRUE,"all_required_source_runs_complete=TRUE; all_target_quantiles_available=TRUE; duplicate_prediction_keys_absent=TRUE; post_synthesis_crossings_absent=TRUE; score_summary_exists=TRUE; manuscript_figures_exist=TRUE"
"synthesis","post_synthesis_crossings_absent",TRUE,"Q-DESN:after_isotonic:0; Q-DESN:before_isotonic:0; Raw GloFAS:after_isotonic:0; Raw GloFAS:before_isotonic:0"
"synthesis","score_summary_available",TRUE,"/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_deep_identity_d4w100m300a050_full7_20260618_synthesis_final/tables/score_summary.csv"
"figures","diagnostic_figures_written",TRUE,"glofas_deep_identity_full7_vb_elbo_traces.pdf; glofas_deep_identity_full7_vb_parameter_change_traces.pdf; glofas_deep_identity_full7_vb_runtime_convergence.pdf; glofas_deep_identity_full7_readout_norm_summary.pdf; glofas_deep_identity_full7_score_summary.pdf; glofas_deep_identity_full7_check_loss_by_quantile.pdf; glofas_deep_identity_full7_crps_by_horizon.pdf; glofas_deep_identity_full7_interval_coverage.pdf; glofas_deep_identity_full7_qdesn_interval_widths.pdf; glofas_deep_identity_full7_qdesn_synthesized_bands.pdf; glofas_deep_identity_full7_raw_vs_qdesn_monotone_paths.pdf; glofas_deep_identity_full7_qdesn_component_paths.pdf; glofas_deep_identity_full7_discrepancy_prepost_cutoff_window.pdf; glofas_deep_identity_full7_discrepancy_forecast_correction_comparison.pdf; glofas_deep_identity_full7_isotonic_adjustment.pdf; glofas_deep_identity_full7_crossing_summary.pdf"
"figures","diagnostic_tables_written",TRUE,"/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_deep_identity_d4w100m300a050_full7_20260618_diagnostic_figures/tables"
