"fit_id","model_id","model_family","quantile_level","qhat","y_reference","q_g_hat","d_g_hat","raw_glofas_quantile","discrepancy_hat","discrepancy_feature_date","prediction_contract","contract_version","forecast_scope","q_g_source","discrepancy_feature_strategy","prediction_unit","posterior_draw_contract","posterior_predictive_sampling","beyond_issued_horizon","origin_date","target_date","horizon","qhat_summary","source_run_id","source_quantile_id","qhat_monotone","qhat_uncalibrated","qhat_monotone_uncalibrated","qhat_calibrated_pre_monotone","spread_calibration_factor","spread_calibration_additive_width","spread_calibration_id"
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.5,2.035522307745,3.97755165266655,2.035522307745,,2.035522307745,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-13,19,"","glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","p50",2.035522307745,2.035522307745,2.035522307745,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p65","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.65,2.12525107771113,3.97755165266655,2.12525107771113,,2.12525107771113,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-13,19,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p65","p65",2.12525107771113,2.12525107771113,2.12525107771113,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p80","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.8,2.29316587107755,3.97755165266655,2.29316587107755,,2.29316587107755,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-13,19,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p80","p80",2.29316587107755,2.29316587107755,2.29316587107755,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p95","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.95,2.6411282303708,3.97755165266655,2.6411282303708,,2.6411282303708,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-13,19,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p95","p95",2.6411282303708,2.6411282303708,2.6411282303708,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p05","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.05,1.22091869732743,5.11080665260834,1.22091869732743,,1.22091869732743,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-14,20,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p05","p05",1.22091869732743,1.22091869732743,1.22091869732743,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p15","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.15,1.51438704037764,5.11080665260834,1.51438704037764,,1.51438704037764,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-14,20,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p15","p15",1.51438704037764,1.51438704037764,1.51438704037764,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p35","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.35,1.83487930059636,5.11080665260834,1.83487930059636,,1.83487930059636,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-14,20,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p35","p35",1.83487930059636,1.83487930059636,1.83487930059636,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.5,1.95700904212336,5.11080665260834,1.95700904212336,,1.95700904212336,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-14,20,"","glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","p50",1.95700904212336,1.95700904212336,1.95700904212336,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p65","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.65,2.06266068830533,5.11080665260834,2.06266068830533,,2.06266068830533,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-14,20,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p65","p65",2.06266068830533,2.06266068830533,2.06266068830533,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p80","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.8,2.23804657185647,5.11080665260834,2.23804657185647,,2.23804657185647,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-14,20,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p80","p80",2.23804657185647,2.23804657185647,2.23804657185647,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p95","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.95,2.56372064505241,5.11080665260834,2.56372064505241,,2.56372064505241,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-14,20,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p95","p95",2.56372064505241,2.56372064505241,2.56372064505241,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p05","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.05,1.17134403954484,4.24577636694165,1.17134403954484,,1.17134403954484,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-15,21,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p05","p05",1.17134403954484,1.17134403954484,1.17134403954484,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p15","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.15,1.42268742298464,4.24577636694165,1.42268742298464,,1.42268742298464,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-15,21,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p15","p15",1.42268742298464,1.42268742298464,1.42268742298464,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p35","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.35,1.75146903620089,4.24577636694165,1.75146903620089,,1.75146903620089,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-15,21,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p35","p35",1.75146903620089,1.75146903620089,1.75146903620089,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.5,1.89085037187229,4.24577636694165,1.89085037187229,,1.89085037187229,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-15,21,"","glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","p50",1.89085037187229,1.89085037187229,1.89085037187229,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p65","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.65,2.05824266584479,4.24577636694165,2.05824266584479,,2.05824266584479,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-15,21,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p65","p65",2.05824266584479,2.05824266584479,2.05824266584479,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p80","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.8,2.24303411336751,4.24577636694165,2.24303411336751,,2.24303411336751,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-15,21,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p80","p80",2.24303411336751,2.24303411336751,2.24303411336751,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p95","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.95,2.57475968015442,4.24577636694165,2.57475968015442,,2.57475968015442,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-15,21,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p95","p95",2.57475968015442,2.57475968015442,2.57475968015442,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p05","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.05,1.11573122198973,4.46686414041667,1.11573122198973,,1.11573122198973,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-16,22,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p05","p05",1.11573122198973,1.11573122198973,1.11573122198973,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p15","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.15,1.33206548358369,4.46686414041667,1.33206548358369,,1.33206548358369,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-16,22,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p15","p15",1.33206548358369,1.33206548358369,1.33206548358369,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p35","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.35,1.65633781583936,4.46686414041667,1.65633781583936,,1.65633781583936,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-16,22,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p35","p35",1.65633781583936,1.65633781583936,1.65633781583936,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.5,1.84747007624206,4.46686414041667,1.84747007624206,,1.84747007624206,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-16,22,"","glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","p50",1.84747007624206,1.84747007624206,1.84747007624206,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p65","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.65,1.99065244882229,4.46686414041667,1.99065244882229,,1.99065244882229,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-16,22,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p65","p65",1.99065244882229,1.99065244882229,1.99065244882229,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p80","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.8,2.14739220358834,4.46686414041667,2.14739220358834,,2.14739220358834,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-16,22,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p80","p80",2.14739220358834,2.14739220358834,2.14739220358834,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p95","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.95,2.60017027424235,4.46686414041667,2.60017027424235,,2.60017027424235,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-16,22,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p95","p95",2.60017027424235,2.60017027424235,2.60017027424235,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p05","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.05,1.03041846347435,3.81052791373946,1.03041846347435,,1.03041846347435,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-17,23,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p05","p05",1.03041846347435,1.03041846347435,1.03041846347435,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p15","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.15,1.29960571053403,3.81052791373946,1.29960571053403,,1.29960571053403,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-17,23,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p15","p15",1.29960571053403,1.29960571053403,1.29960571053403,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p35","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.35,1.58086330108124,3.81052791373946,1.58086330108124,,1.58086330108124,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-17,23,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p35","p35",1.58086330108124,1.58086330108124,1.58086330108124,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.5,1.77070606003022,3.81052791373946,1.77070606003022,,1.77070606003022,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-17,23,"","glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","p50",1.77070606003022,1.77070606003022,1.77070606003022,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p65","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.65,1.91859079564734,3.81052791373946,1.91859079564734,,1.91859079564734,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-17,23,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p65","p65",1.91859079564734,1.91859079564734,1.91859079564734,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p80","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.8,2.23804657185647,3.81052791373946,2.23804657185647,,2.23804657185647,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-17,23,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p80","p80",2.23804657185647,2.23804657185647,2.23804657185647,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p95","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.95,2.52828460025134,3.81052791373946,2.52828460025134,,2.52828460025134,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-17,23,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p95","p95",2.52828460025134,2.52828460025134,2.52828460025134,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p05","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.05,0.952214814999333,3.43449860260206,0.952214814999333,,0.952214814999333,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-18,24,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p05","p05",0.952214814999333,0.952214814999333,0.952214814999333,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p15","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.15,1.21067210731174,3.43449860260206,1.21067210731174,,1.21067210731174,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-18,24,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p15","p15",1.21067210731174,1.21067210731174,1.21067210731174,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p35","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.35,1.49535741218458,3.43449860260206,1.49535741218458,,1.49535741218458,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-18,24,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p35","p35",1.49535741218458,1.49535741218458,1.49535741218458,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.5,1.68755569169805,3.43449860260206,1.68755569169805,,1.68755569169805,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-18,24,"","glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","p50",1.68755569169805,1.68755569169805,1.68755569169805,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p65","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.65,1.8350659060586,3.43449860260206,1.8350659060586,,1.8350659060586,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-18,24,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p65","p65",1.8350659060586,1.8350659060586,1.8350659060586,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p80","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.8,2.15285172579324,3.43449860260206,2.15285172579324,,2.15285172579324,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-18,24,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p80","p80",2.15285172579324,2.15285172579324,2.15285172579324,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p95","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.95,2.48943657741557,3.43449860260206,2.48943657741557,,2.48943657741557,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-18,24,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p95","p95",2.48943657741557,2.48943657741557,2.48943657741557,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p05","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.05,0.87050713511141,3.24066494844799,0.87050713511141,,0.87050713511141,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-19,25,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p05","p05",0.87050713511141,0.87050713511141,0.87050713511141,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p15","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.15,1.12569729468799,3.24066494844799,1.12569729468799,,1.12569729468799,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-19,25,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p15","p15",1.12569729468799,1.12569729468799,1.12569729468799,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p35","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.35,1.43538587339534,3.24066494844799,1.43538587339534,,1.43538587339534,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-19,25,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p35","p35",1.43538587339534,1.43538587339534,1.43538587339534,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.5,1.64323529201739,3.24066494844799,1.64323529201739,,1.64323529201739,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-19,25,"","glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","p50",1.64323529201739,1.64323529201739,1.64323529201739,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p65","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.65,1.84370676821572,3.24066494844799,1.84370676821572,,1.84370676821572,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-19,25,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p65","p65",1.84370676821572,1.84370676821572,1.84370676821572,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p80","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.8,2.0755276423587,3.24066494844799,2.0755276423587,,2.0755276423587,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-19,25,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p80","p80",2.0755276423587,2.0755276423587,2.0755276423587,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p95","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.95,2.43397376309287,3.24066494844799,2.43397376309287,,2.43397376309287,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-19,25,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p95","p95",2.43397376309287,2.43397376309287,2.43397376309287,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p05","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.05,0.840629406262924,3.03191192892286,0.840629406262924,,0.840629406262924,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-20,26,"","glofas_stage_e_tail_gate_20260623_d_alpha_025_p05","p05",0.840629406262924,0.840629406262924,0.840629406262924,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p15","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.15,1.10896179037464,3.03191192892286,1.10896179037464,,1.10896179037464,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-20,26,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p15","p15",1.10896179037464,1.10896179037464,1.10896179037464,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p35","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.35,1.39208950472731,3.03191192892286,1.39208950472731,,1.39208950472731,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-20,26,"","glofas_stage_f_alpha025_full7_confirmation_20260623_d_alpha_025_p35","p35",1.39208950472731,1.39208950472731,1.39208950472731,,,,
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025","raw_glofas",0.5,1.6031682994205,3.03191192892286,1.6031682994205,,1.6031682994205,,"","raw_glofas_ensemble_quantile",0.3,"issued_glofas_only","ensemble_empirical_quantile","none","raw_point_baseline","not_applicable","not_applicable","disabled",2022-12-25,2023-01-20,26,"","glofas_stage_d_local_refinement_20260623_d_alpha_025_p50","p50",1.6031682994205,1.6031682994205,1.6031682994205,,,,
