"date","quantile_level","qdesn","phase","cutoff_date"
2022-11-09,0.15,1.10458427282377,"Fitted history",2022-12-25
2022-11-10,0.15,0.431702293236402,"Fitted history",2022-12-25
2022-11-11,0.15,0.334706983307287,"Fitted history",2022-12-25
2022-11-12,0.15,0.327094249463285,"Fitted history",2022-12-25
2022-11-13,0.15,0.316466577157449,"Fitted history",2022-12-25
2022-11-14,0.15,0.316933980967736,"Fitted history",2022-12-25
2022-11-15,0.15,0.320848878155273,"Fitted history",2022-12-25
2022-11-16,0.15,0.328581761055556,"Fitted history",2022-12-25
2022-11-17,0.15,0.337053696062816,"Fitted history",2022-12-25
2022-11-18,0.15,0.341761590541915,"Fitted history",2022-12-25
2022-11-19,0.15,0.341939619814403,"Fitted history",2022-12-25
2022-11-20,0.15,0.341832851589441,"Fitted history",2022-12-25
2022-11-21,0.15,0.34066806667194,"Fitted history",2022-12-25
2022-11-22,0.15,0.340426577367263,"Fitted history",2022-12-25
2022-11-23,0.15,0.340663337454743,"Fitted history",2022-12-25
2022-11-24,0.15,0.341696588856293,"Fitted history",2022-12-25
2022-11-25,0.15,0.340638660431387,"Fitted history",2022-12-25
2022-11-26,0.15,0.336186078859967,"Fitted history",2022-12-25
2022-11-27,0.15,0.332078743358459,"Fitted history",2022-12-25
2022-11-28,0.15,0.332768498123083,"Fitted history",2022-12-25
2022-11-29,0.15,0.329858149850038,"Fitted history",2022-12-25
2022-11-30,0.15,0.328834017229912,"Fitted history",2022-12-25
2022-12-01,0.15,0.350547987758905,"Fitted history",2022-12-25
2022-12-02,0.15,1.42311458311446,"Fitted history",2022-12-25
2022-12-03,0.15,0.482046077938309,"Fitted history",2022-12-25
2022-12-04,0.15,1.10826792008203,"Fitted history",2022-12-25
2022-12-05,0.15,0.786987437435348,"Fitted history",2022-12-25
2022-12-06,0.15,0.771022938300356,"Fitted history",2022-12-25
2022-12-07,0.15,0.839606778902822,"Fitted history",2022-12-25
2022-12-08,0.15,0.678964668256297,"Fitted history",2022-12-25
2022-12-09,0.15,0.659356208671907,"Fitted history",2022-12-25
2022-12-10,0.15,0.725341240132026,"Fitted history",2022-12-25
2022-12-11,0.15,2.90476255461837,"Fitted history",2022-12-25
2022-12-12,0.15,1.81512712535213,"Fitted history",2022-12-25
2022-12-13,0.15,1.54907701862155,"Fitted history",2022-12-25
2022-12-14,0.15,1.33329026500374,"Fitted history",2022-12-25
2022-12-15,0.15,1.10020805452639,"Fitted history",2022-12-25
2022-12-16,0.15,0.939211666924941,"Fitted history",2022-12-25
2022-12-17,0.15,0.848527444428661,"Fitted history",2022-12-25
2022-12-18,0.15,0.782774978796186,"Fitted history",2022-12-25
2022-12-19,0.15,0.733684152288431,"Fitted history",2022-12-25
2022-12-20,0.15,0.697433180306827,"Fitted history",2022-12-25
2022-12-21,0.15,0.658740585278425,"Fitted history",2022-12-25
2022-12-22,0.15,0.626521361087261,"Fitted history",2022-12-25
2022-12-23,0.15,0.602832927442155,"Fitted history",2022-12-25
2022-12-24,0.15,0.582464821344479,"Fitted history",2022-12-25
2022-12-25,0.15,0.559157911210421,"Fitted history",2022-12-25
2022-12-26,0.15,0.532527421233148,"Forecast",2022-12-25
2022-12-27,0.15,0.921086916965785,"Forecast",2022-12-25
2022-12-28,0.15,0.40788343012589,"Forecast",2022-12-25
2022-12-29,0.15,0.630094656588438,"Forecast",2022-12-25
2022-12-30,0.15,1.28721981288049,"Forecast",2022-12-25
2022-12-31,0.15,1.29179446095314,"Forecast",2022-12-25
2023-01-01,0.15,1.14399680006172,"Forecast",2022-12-25
2023-01-02,0.15,0.558154568771432,"Forecast",2022-12-25
2023-01-03,0.15,1.44392625254653,"Forecast",2022-12-25
2023-01-04,0.15,1.62768053473143,"Forecast",2022-12-25
2023-01-05,0.15,1.83232240204187,"Forecast",2022-12-25
2023-01-06,0.15,1.73073621014441,"Forecast",2022-12-25
2023-01-07,0.15,1.23757102988596,"Forecast",2022-12-25
2023-01-08,0.15,1.80192631810412,"Forecast",2022-12-25
2023-01-09,0.15,1.63371568018535,"Forecast",2022-12-25
2023-01-10,0.15,1.39924996476731,"Forecast",2022-12-25
2023-01-11,0.15,1.4488839552239,"Forecast",2022-12-25
2023-01-12,0.15,1.66333190953547,"Forecast",2022-12-25
2023-01-13,0.15,1.44524238574824,"Forecast",2022-12-25
2023-01-14,0.15,1.70449462858516,"Forecast",2022-12-25
2023-01-15,0.15,1.47710587014743,"Forecast",2022-12-25
2023-01-16,0.15,1.0428946760034,"Forecast",2022-12-25
2023-01-17,0.15,0.74178675070213,"Forecast",2022-12-25
2023-01-18,0.15,1.06105469012698,"Forecast",2022-12-25
2023-01-19,0.15,1.2324368430419,"Forecast",2022-12-25
2023-01-20,0.15,1.23832944960061,"Forecast",2022-12-25
2023-01-21,0.15,1.27244305441896,"Forecast",2022-12-25
2023-01-22,0.15,1.21018837004431,"Forecast",2022-12-25
2022-10-27,0.35,0.290832247186169,"Fitted history",2022-12-25
2022-10-28,0.35,0.291422132844866,"Fitted history",2022-12-25
2022-10-29,0.35,0.291323049865898,"Fitted history",2022-12-25
2022-10-30,0.35,0.290567367084425,"Fitted history",2022-12-25
2022-10-31,0.35,0.292113381302693,"Fitted history",2022-12-25
2022-11-01,0.35,0.297906865387795,"Fitted history",2022-12-25
2022-11-02,0.35,0.508683995081505,"Fitted history",2022-12-25
2022-11-03,0.35,0.2851270670512,"Fitted history",2022-12-25
2022-11-04,0.35,0.313470103393705,"Fitted history",2022-12-25
2022-11-05,0.35,0.325270619694203,"Fitted history",2022-12-25
2022-11-06,0.35,0.336225497254997,"Fitted history",2022-12-25
2022-11-07,0.35,0.38044444424823,"Fitted history",2022-12-25
2022-11-08,0.35,0.821909101678488,"Fitted history",2022-12-25
2022-11-09,0.35,1.33028879937306,"Fitted history",2022-12-25
2022-11-10,0.35,0.493733686174202,"Fitted history",2022-12-25
2022-11-11,0.35,0.374845909458908,"Fitted history",2022-12-25
2022-11-12,0.35,0.345205145272369,"Fitted history",2022-12-25
2022-11-13,0.35,0.333271299741672,"Fitted history",2022-12-25
2022-11-14,0.35,0.329975271593337,"Fitted history",2022-12-25
2022-11-15,0.35,0.334087421300028,"Fitted history",2022-12-25
2022-11-16,0.35,0.337978788473876,"Fitted history",2022-12-25
2022-11-17,0.35,0.34305187357049,"Fitted history",2022-12-25
2022-11-18,0.35,0.345370471866727,"Fitted history",2022-12-25
2022-11-19,0.35,0.345275303657319,"Fitted history",2022-12-25
2022-11-20,0.35,0.344768301827423,"Fitted history",2022-12-25
2022-11-21,0.35,0.343377384170085,"Fitted history",2022-12-25
2022-11-22,0.35,0.343457009886814,"Fitted history",2022-12-25
2022-11-23,0.35,0.34359023144902,"Fitted history",2022-12-25
2022-11-24,0.35,0.345485723023107,"Fitted history",2022-12-25
2022-11-25,0.35,0.343778995267576,"Fitted history",2022-12-25
2022-11-26,0.35,0.338242388389525,"Fitted history",2022-12-25
2022-11-27,0.35,0.335958640945792,"Fitted history",2022-12-25
2022-11-28,0.35,0.337209709848311,"Fitted history",2022-12-25
2022-11-29,0.35,0.333908653993973,"Fitted history",2022-12-25
2022-11-30,0.35,0.332999784960655,"Fitted history",2022-12-25
2022-12-01,0.35,0.367943388977277,"Fitted history",2022-12-25
2022-12-02,0.35,1.70680062145253,"Fitted history",2022-12-25
2022-12-03,0.35,0.548433961214789,"Fitted history",2022-12-25
2022-12-04,0.35,1.41568807161048,"Fitted history",2022-12-25
2022-12-05,0.35,0.922118504129698,"Fitted history",2022-12-25
2022-12-06,0.35,0.936003725977029,"Fitted history",2022-12-25
2022-12-07,0.35,0.924257176925045,"Fitted history",2022-12-25
2022-12-08,0.35,0.715015525003698,"Fitted history",2022-12-25
2022-12-09,0.35,0.741965512063432,"Fitted history",2022-12-25
2022-12-10,0.35,0.832641641569063,"Fitted history",2022-12-25
2022-12-11,0.35,3.51237786995625,"Fitted history",2022-12-25
2022-12-12,0.35,2.11320662933628,"Fitted history",2022-12-25
2022-12-13,0.35,1.71239222588485,"Fitted history",2022-12-25
2022-12-14,0.35,1.39097253892805,"Fitted history",2022-12-25
2022-12-15,0.35,1.13013180513468,"Fitted history",2022-12-25
2022-12-16,0.35,0.969904617235216,"Fitted history",2022-12-25
2022-12-17,0.35,0.872463915143948,"Fitted history",2022-12-25
2022-12-18,0.35,0.811382350675881,"Fitted history",2022-12-25
2022-12-19,0.35,0.750770990001031,"Fitted history",2022-12-25
2022-12-20,0.35,0.708223066123661,"Fitted history",2022-12-25
2022-12-21,0.35,0.669240261959203,"Fitted history",2022-12-25
2022-12-22,0.35,0.637848987282253,"Fitted history",2022-12-25
2022-12-23,0.35,0.613756671077004,"Fitted history",2022-12-25
2022-12-24,0.35,0.593193001220839,"Fitted history",2022-12-25
2022-12-25,0.35,0.573447863957941,"Fitted history",2022-12-25
2022-12-26,0.35,0.532527421233148,"Forecast",2022-12-25
2022-12-27,0.35,1.27158455932175,"Forecast",2022-12-25
2022-12-28,0.35,0.680273956493076,"Forecast",2022-12-25
2022-12-29,0.35,0.85963249497435,"Forecast",2022-12-25
2022-12-30,0.35,1.60767592589668,"Forecast",2022-12-25
2022-12-31,0.35,1.78145608143687,"Forecast",2022-12-25
2023-01-01,0.35,1.7931591942357,"Forecast",2022-12-25
2023-01-02,0.35,1.01003895848744,"Forecast",2022-12-25
2023-01-03,0.35,1.90767193406956,"Forecast",2022-12-25
2023-01-04,0.35,2.02918605336749,"Forecast",2022-12-25
2023-01-05,0.35,2.32355699592883,"Forecast",2022-12-25
2023-01-06,0.35,2.23291336318783,"Forecast",2022-12-25
2023-01-07,0.35,1.56569714375338,"Forecast",2022-12-25
2023-01-08,0.35,2.24634139826374,"Forecast",2022-12-25
2023-01-09,0.35,2.12253319881996,"Forecast",2022-12-25
2023-01-10,0.35,1.85633333920262,"Forecast",2022-12-25
2023-01-11,0.35,1.83949168116688,"Forecast",2022-12-25
2023-01-12,0.35,2.15398821112103,"Forecast",2022-12-25
2023-01-13,0.35,1.80099679134827,"Forecast",2022-12-25
2023-01-14,0.35,2.18101079886828,"Forecast",2022-12-25
2023-01-15,0.35,2.02540589867053,"Forecast",2022-12-25
2023-01-16,0.35,1.67558278619249,"Forecast",2022-12-25
2023-01-17,0.35,1.1765230715125,"Forecast",2022-12-25
2023-01-18,0.35,1.44844253882385,"Forecast",2022-12-25
2023-01-19,0.35,1.62382728219975,"Forecast",2022-12-25
2023-01-20,0.35,1.51382596957747,"Forecast",2022-12-25
2023-01-21,0.35,1.55517909832419,"Forecast",2022-12-25
2023-01-22,0.35,1.57068477992637,"Forecast",2022-12-25
2022-10-27,0.5,0.290852789018188,"Fitted history",2022-12-25
2022-10-28,0.5,0.291910082690809,"Fitted history",2022-12-25
2022-10-29,0.5,0.292025109642365,"Fitted history",2022-12-25
2022-10-30,0.5,0.290874745065287,"Fitted history",2022-12-25
2022-10-31,0.5,0.292465367045165,"Fitted history",2022-12-25
2022-11-01,0.5,0.30625931495411,"Fitted history",2022-12-25
2022-11-02,0.5,0.585536891375463,"Fitted history",2022-12-25
2022-11-03,0.5,0.304273491145739,"Fitted history",2022-12-25
2022-11-04,0.5,0.323764029954483,"Fitted history",2022-12-25
2022-11-05,0.5,0.334595322402247,"Fitted history",2022-12-25
2022-11-06,0.5,0.35365823969772,"Fitted history",2022-12-25
2022-11-07,0.5,0.432386864455265,"Fitted history",2022-12-25
2022-11-08,0.5,1.0239580371061,"Fitted history",2022-12-25
2022-11-09,0.5,1.48775918686924,"Fitted history",2022-12-25
2022-11-10,0.5,0.504116334715703,"Fitted history",2022-12-25
2022-11-11,0.5,0.393841943757615,"Fitted history",2022-12-25
2022-11-12,0.5,0.35877646696944,"Fitted history",2022-12-25
2022-11-13,0.5,0.345194491857091,"Fitted history",2022-12-25
2022-11-14,0.5,0.340360071572628,"Fitted history",2022-12-25
2022-11-15,0.5,0.343973359115956,"Fitted history",2022-12-25
2022-11-16,0.5,0.347255985068686,"Fitted history",2022-12-25
2022-11-17,0.5,0.346239716714209,"Fitted history",2022-12-25
2022-11-18,0.5,0.346811541864529,"Fitted history",2022-12-25
2022-11-19,0.5,0.346761736587432,"Fitted history",2022-12-25
2022-11-20,0.5,0.345578882170086,"Fitted history",2022-12-25
2022-11-21,0.5,0.344313228560631,"Fitted history",2022-12-25
2022-11-22,0.5,0.344587877389852,"Fitted history",2022-12-25
2022-11-23,0.5,0.344927751067259,"Fitted history",2022-12-25
2022-11-24,0.5,0.346786681967306,"Fitted history",2022-12-25
2022-11-25,0.5,0.344410933942434,"Fitted history",2022-12-25
2022-11-26,0.5,0.33879921332315,"Fitted history",2022-12-25
2022-11-27,0.5,0.337368481471692,"Fitted history",2022-12-25
2022-11-28,0.5,0.339059617844122,"Fitted history",2022-12-25
2022-11-29,0.5,0.335845424291231,"Fitted history",2022-12-25
2022-11-30,0.5,0.334670614859366,"Fitted history",2022-12-25
2022-12-01,0.5,0.399985439471433,"Fitted history",2022-12-25
2022-12-02,0.5,1.93894410151192,"Fitted history",2022-12-25
2022-12-03,0.5,0.578152527123155,"Fitted history",2022-12-25
2022-12-04,0.5,1.62883555471181,"Fitted history",2022-12-25
2022-12-05,0.5,0.995747675697363,"Fitted history",2022-12-25
2022-12-06,0.5,1.0377465315573,"Fitted history",2022-12-25
2022-12-07,0.5,0.974117698681736,"Fitted history",2022-12-25
2022-12-08,0.5,0.731030994288141,"Fitted history",2022-12-25
2022-12-09,0.5,0.804455273497627,"Fitted history",2022-12-25
2022-12-10,0.5,0.918040389997451,"Fitted history",2022-12-25
2022-12-11,0.5,3.92223228523334,"Fitted history",2022-12-25
2022-12-12,0.5,2.26617348469082,"Fitted history",2022-12-25
2022-12-13,0.5,1.76428895581123,"Fitted history",2022-12-25
2022-12-14,0.5,1.41298500395053,"Fitted history",2022-12-25
2022-12-15,0.5,1.14184468728675,"Fitted history",2022-12-25
2022-12-16,0.5,0.985959178561696,"Fitted history",2022-12-25
2022-12-17,0.5,0.894752531680026,"Fitted history",2022-12-25
2022-12-18,0.5,0.835675145522934,"Fitted history",2022-12-25
2022-12-19,0.5,0.772870175048448,"Fitted history",2022-12-25
2022-12-20,0.5,0.718532045480306,"Fitted history",2022-12-25
2022-12-21,0.5,0.67576696426735,"Fitted history",2022-12-25
2022-12-22,0.5,0.644247482884021,"Fitted history",2022-12-25
2022-12-23,0.5,0.622186740139067,"Fitted history",2022-12-25
2022-12-24,0.5,0.601456180665007,"Fitted history",2022-12-25
2022-12-25,0.5,0.577147295013362,"Fitted history",2022-12-25
2022-12-26,0.5,0.532527421233148,"Forecast",2022-12-25
2022-12-27,0.5,1.53119419651784,"Forecast",2022-12-25
2022-12-28,0.5,0.832870320970268,"Forecast",2022-12-25
2022-12-29,0.5,0.996192424902426,"Forecast",2022-12-25
2022-12-30,0.5,1.84434894194509,"Forecast",2022-12-25
2022-12-31,0.5,2.06718020336797,"Forecast",2022-12-25
2023-01-01,0.5,2.14343517686995,"Forecast",2022-12-25
2023-01-02,0.5,1.16716281007902,"Forecast",2022-12-25
2023-01-03,0.5,2.15966864536099,"Forecast",2022-12-25
2023-01-04,0.5,2.19339794157996,"Forecast",2022-12-25
2023-01-05,0.5,2.58243471046435,"Forecast",2022-12-25
2023-01-06,0.5,2.47944086075078,"Forecast",2022-12-25
2023-01-07,0.5,1.74111066149683,"Forecast",2022-12-25
2023-01-08,0.5,2.57956129550187,"Forecast",2022-12-25
2023-01-09,0.5,2.41348447726675,"Forecast",2022-12-25
2023-01-10,0.5,2.17623899205509,"Forecast",2022-12-25
2023-01-11,0.5,2.0860819386026,"Forecast",2022-12-25
2023-01-12,0.5,2.37511780080383,"Forecast",2022-12-25
2023-01-13,0.5,1.98977111610266,"Forecast",2022-12-25
2023-01-14,0.5,2.46889994537584,"Forecast",2022-12-25
2023-01-15,0.5,2.32218800901444,"Forecast",2022-12-25
2023-01-16,0.5,1.9804040173821,"Forecast",2022-12-25
2023-01-17,0.5,1.40930292191393,"Forecast",2022-12-25
2023-01-18,0.5,1.67684275345443,"Forecast",2022-12-25
2023-01-19,0.5,1.89638186143981,"Forecast",2022-12-25
2023-01-20,0.5,1.71029393848295,"Forecast",2022-12-25
2023-01-21,0.5,1.78859896755986,"Forecast",2022-12-25
2023-01-22,0.5,1.79453452101457,"Forecast",2022-12-25
2022-10-27,0.65,0.292636400396452,"Fitted history",2022-12-25
2022-10-28,0.65,0.292895451327655,"Fitted history",2022-12-25
2022-10-29,0.65,0.293087977481261,"Fitted history",2022-12-25
2022-10-30,0.65,0.292693658871425,"Fitted history",2022-12-25
2022-10-31,0.65,0.294531109343202,"Fitted history",2022-12-25
2022-11-01,0.65,0.306498431378625,"Fitted history",2022-12-25
2022-11-02,0.65,0.655962530601122,"Fitted history",2022-12-25
2022-11-03,0.65,0.329994094755814,"Fitted history",2022-12-25
2022-11-04,0.65,0.336361828975559,"Fitted history",2022-12-25
2022-11-05,0.65,0.341077881242412,"Fitted history",2022-12-25
2022-11-06,0.65,0.363467466563873,"Fitted history",2022-12-25
2022-11-07,0.65,0.470290753869458,"Fitted history",2022-12-25
2022-11-08,0.65,1.3380027638515,"Fitted history",2022-12-25
2022-11-09,0.65,1.69242640359053,"Fitted history",2022-12-25
2022-11-10,0.65,0.554676702453673,"Fitted history",2022-12-25
2022-11-11,0.65,0.399476132535032,"Fitted history",2022-12-25
2022-11-12,0.65,0.365935476294185,"Fitted history",2022-12-25
2022-11-13,0.65,0.359437636641689,"Fitted history",2022-12-25
2022-11-14,0.65,0.350927569869063,"Fitted history",2022-12-25
2022-11-15,0.65,0.349500493454539,"Fitted history",2022-12-25
2022-11-16,0.65,0.351505793938168,"Fitted history",2022-12-25
2022-11-17,0.65,0.349450452944728,"Fitted history",2022-12-25
2022-11-18,0.65,0.349646401581085,"Fitted history",2022-12-25
2022-11-19,0.65,0.35024058636347,"Fitted history",2022-12-25
2022-11-20,0.65,0.349566042058836,"Fitted history",2022-12-25
2022-11-21,0.65,0.347734324489284,"Fitted history",2022-12-25
2022-11-22,0.65,0.348078418877339,"Fitted history",2022-12-25
2022-11-23,0.65,0.348253535330544,"Fitted history",2022-12-25
2022-11-24,0.65,0.350196304628308,"Fitted history",2022-12-25
2022-11-25,0.65,0.348104609359711,"Fitted history",2022-12-25
2022-11-26,0.65,0.342045664419194,"Fitted history",2022-12-25
2022-11-27,0.65,0.340465817701226,"Fitted history",2022-12-25
2022-11-28,0.65,0.343191938344399,"Fitted history",2022-12-25
2022-11-29,0.65,0.339969671707814,"Fitted history",2022-12-25
2022-11-30,0.65,0.339069266788515,"Fitted history",2022-12-25
2022-12-01,0.65,0.415025310718812,"Fitted history",2022-12-25
2022-12-02,0.65,2.28508378666593,"Fitted history",2022-12-25
2022-12-03,0.65,0.626602071054849,"Fitted history",2022-12-25
2022-12-04,0.65,1.94209878991046,"Fitted history",2022-12-25
2022-12-05,0.65,1.10813201348015,"Fitted history",2022-12-25
2022-12-06,0.65,1.17750814828897,"Fitted history",2022-12-25
2022-12-07,0.65,1.03639165361936,"Fitted history",2022-12-25
2022-12-08,0.65,0.752640723437946,"Fitted history",2022-12-25
2022-12-09,0.65,0.88208765873409,"Fitted history",2022-12-25
2022-12-10,0.65,1.02809871903028,"Fitted history",2022-12-25
2022-12-11,0.65,4.63322766621203,"Fitted history",2022-12-25
2022-12-12,0.65,2.52145972282824,"Fitted history",2022-12-25
2022-12-13,0.65,1.81594152342449,"Fitted history",2022-12-25
2022-12-14,0.65,1.45557877218167,"Fitted history",2022-12-25
2022-12-15,0.65,1.14599212617451,"Fitted history",2022-12-25
2022-12-16,0.65,1.01344520843283,"Fitted history",2022-12-25
2022-12-17,0.65,0.908079622834596,"Fitted history",2022-12-25
2022-12-18,0.65,0.835675145522934,"Fitted history",2022-12-25
2022-12-19,0.65,0.772870175048448,"Fitted history",2022-12-25
2022-12-20,0.65,0.719480255910817,"Fitted history",2022-12-25
2022-12-21,0.65,0.677562009386195,"Fitted history",2022-12-25
2022-12-22,0.65,0.646575495539698,"Fitted history",2022-12-25
2022-12-23,0.65,0.624556199658365,"Fitted history",2022-12-25
2022-12-24,0.65,0.605272124574256,"Fitted history",2022-12-25
2022-12-25,0.65,0.580920795143427,"Fitted history",2022-12-25
2022-12-26,0.65,0.532527421233148,"Forecast",2022-12-25
2022-12-27,0.65,1.98869646433768,"Forecast",2022-12-25
2022-12-28,0.65,1.03897690987014,"Forecast",2022-12-25
2022-12-29,0.65,1.18602760987558,"Forecast",2022-12-25
2022-12-30,0.65,2.31685593487322,"Forecast",2022-12-25
2022-12-31,0.65,2.47596310350252,"Forecast",2022-12-25
2023-01-01,0.65,2.62762635310415,"Forecast",2022-12-25
2023-01-02,0.65,1.28873286802855,"Forecast",2022-12-25
2023-01-03,0.65,2.47105116801923,"Forecast",2022-12-25
2023-01-04,0.65,2.47628144936962,"Forecast",2022-12-25
2023-01-05,0.65,2.96377352494202,"Forecast",2022-12-25
2023-01-06,0.65,2.8888043418137,"Forecast",2022-12-25
2023-01-07,0.65,1.86192288942978,"Forecast",2022-12-25
2023-01-08,0.65,2.99939700343048,"Forecast",2022-12-25
