"date","quantile_level","qdesn","phase","cutoff_date"
2023-01-09,0.65,2.86863057270118,"Forecast",2022-12-25
2023-01-10,0.65,2.50762412480294,"Forecast",2022-12-25
2023-01-11,0.65,2.30285693484164,"Forecast",2022-12-25
2023-01-12,0.65,2.6021796313955,"Forecast",2022-12-25
2023-01-13,0.65,2.08118972303917,"Forecast",2022-12-25
2023-01-14,0.65,2.78409291016761,"Forecast",2022-12-25
2023-01-15,0.65,2.78786129687756,"Forecast",2022-12-25
2023-01-16,0.65,2.37617307396925,"Forecast",2022-12-25
2023-01-17,0.65,1.64638278811863,"Forecast",2022-12-25
2023-01-18,0.65,1.8782209704126,"Forecast",2022-12-25
2023-01-19,0.65,2.16302141668371,"Forecast",2022-12-25
2023-01-20,0.65,1.94715264804351,"Forecast",2022-12-25
2023-01-21,0.65,2.04718285227932,"Forecast",2022-12-25
2023-01-22,0.65,2.02792840753308,"Forecast",2022-12-25
2022-10-27,0.8,0.294141865772834,"Fitted history",2022-12-25
2022-10-28,0.8,0.294374624756537,"Fitted history",2022-12-25
2022-10-29,0.8,0.294803645138955,"Fitted history",2022-12-25
2022-10-30,0.8,0.295211669654746,"Fitted history",2022-12-25
2022-10-31,0.8,0.297446375835614,"Fitted history",2022-12-25
2022-11-01,0.8,0.336755810482357,"Fitted history",2022-12-25
2022-11-02,0.8,0.837073559060036,"Fitted history",2022-12-25
2022-11-03,0.8,0.368158024641066,"Fitted history",2022-12-25
2022-11-04,0.8,0.343341738825125,"Fitted history",2022-12-25
2022-11-05,0.8,0.35820558040747,"Fitted history",2022-12-25
2022-11-06,0.8,0.392334051119908,"Fitted history",2022-12-25
2022-11-07,0.8,0.587354569139142,"Fitted history",2022-12-25
2022-11-08,0.8,1.71125904265087,"Fitted history",2022-12-25
2022-11-09,0.8,1.93356016475722,"Fitted history",2022-12-25
2022-11-10,0.8,0.606510445687768,"Fitted history",2022-12-25
2022-11-11,0.8,0.426352142136582,"Fitted history",2022-12-25
2022-11-12,0.8,0.386856382214085,"Fitted history",2022-12-25
2022-11-13,0.8,0.370848752322757,"Fitted history",2022-12-25
2022-11-14,0.8,0.363781358712638,"Fitted history",2022-12-25
2022-11-15,0.8,0.362932104196454,"Fitted history",2022-12-25
2022-11-16,0.8,0.358918476307165,"Fitted history",2022-12-25
2022-11-17,0.8,0.356056119545821,"Fitted history",2022-12-25
2022-11-18,0.8,0.359524813908497,"Fitted history",2022-12-25
2022-11-19,0.8,0.359494779441298,"Fitted history",2022-12-25
2022-11-20,0.8,0.356063270069347,"Fitted history",2022-12-25
2022-11-21,0.8,0.355921550488703,"Fitted history",2022-12-25
2022-11-22,0.8,0.356192888699293,"Fitted history",2022-12-25
2022-11-23,0.8,0.356158412714863,"Fitted history",2022-12-25
2022-11-24,0.8,0.358248116523831,"Fitted history",2022-12-25
2022-11-25,0.8,0.354245878088269,"Fitted history",2022-12-25
2022-11-26,0.8,0.34840729568657,"Fitted history",2022-12-25
2022-11-27,0.8,0.349891415370321,"Fitted history",2022-12-25
2022-11-28,0.8,0.353200100747346,"Fitted history",2022-12-25
2022-11-29,0.8,0.350727861174789,"Fitted history",2022-12-25
2022-11-30,0.8,0.347788863703004,"Fitted history",2022-12-25
2022-12-01,0.8,0.511805345831619,"Fitted history",2022-12-25
2022-12-02,0.8,2.65708365107129,"Fitted history",2022-12-25
2022-12-03,0.8,0.746350017493625,"Fitted history",2022-12-25
2022-12-04,0.8,2.29444434842603,"Fitted history",2022-12-25
2022-12-05,0.8,1.24319498055866,"Fitted history",2022-12-25
2022-12-06,0.8,1.36380508742939,"Fitted history",2022-12-25
2022-12-07,0.8,1.09918411226603,"Fitted history",2022-12-25
2022-12-08,0.8,0.788954214004866,"Fitted history",2022-12-25
2022-12-09,0.8,0.990881902551559,"Fitted history",2022-12-25
2022-12-10,0.8,1.17136689051393,"Fitted history",2022-12-25
2022-12-11,0.8,5.15835939816578,"Fitted history",2022-12-25
2022-12-12,0.8,2.86578671507173,"Fitted history",2022-12-25
2022-12-13,0.8,1.92075234934356,"Fitted history",2022-12-25
2022-12-14,0.8,1.51192234470924,"Fitted history",2022-12-25
2022-12-15,0.8,1.1927066689222,"Fitted history",2022-12-25
2022-12-16,0.8,1.03858524506224,"Fitted history",2022-12-25
2022-12-17,0.8,0.931176002644068,"Fitted history",2022-12-25
2022-12-18,0.8,0.852608596628919,"Fitted history",2022-12-25
2022-12-19,0.8,0.790424166174828,"Fitted history",2022-12-25
2022-12-20,0.8,0.738807763315032,"Fitted history",2022-12-25
2022-12-21,0.8,0.69353288059754,"Fitted history",2022-12-25
2022-12-22,0.8,0.661711288996063,"Fitted history",2022-12-25
2022-12-23,0.8,0.645495413595313,"Fitted history",2022-12-25
2022-12-24,0.8,0.623510830350571,"Fitted history",2022-12-25
2022-12-25,0.8,0.595492266376502,"Fitted history",2022-12-25
2022-12-26,0.8,0.532527421233148,"Forecast",2022-12-25
2022-12-27,0.8,2.48687410994614,"Forecast",2022-12-25
2022-12-28,0.8,1.30495508249626,"Forecast",2022-12-25
2022-12-29,0.8,1.38493183835306,"Forecast",2022-12-25
2022-12-30,0.8,2.6498867916831,"Forecast",2022-12-25
2022-12-31,0.8,2.9275794549562,"Forecast",2022-12-25
2023-01-01,0.8,3.06793406902056,"Forecast",2022-12-25
2023-01-02,0.8,1.53478748967881,"Forecast",2022-12-25
2023-01-03,0.8,2.74961511909609,"Forecast",2022-12-25
2023-01-04,0.8,2.69407831477502,"Forecast",2022-12-25
2023-01-05,0.8,3.42025660202859,"Forecast",2022-12-25
2023-01-06,0.8,3.42416349170865,"Forecast",2022-12-25
2023-01-07,0.8,2.19181885571979,"Forecast",2022-12-25
2023-01-08,0.8,3.35077082404872,"Forecast",2022-12-25
2023-01-09,0.8,3.16813653824193,"Forecast",2022-12-25
2023-01-10,0.8,2.79064569736132,"Forecast",2022-12-25
2023-01-11,0.8,2.50251282449182,"Forecast",2022-12-25
2023-01-12,0.8,2.95261595746442,"Forecast",2022-12-25
2023-01-13,0.8,2.32317575537256,"Forecast",2022-12-25
2023-01-14,0.8,3.14143789010401,"Forecast",2022-12-25
2023-01-15,0.8,3.2138787387255,"Forecast",2022-12-25
2023-01-16,0.8,2.81831935124516,"Forecast",2022-12-25
2023-01-17,0.8,2.01331278600092,"Forecast",2022-12-25
2023-01-18,0.8,2.22057627777419,"Forecast",2022-12-25
2023-01-19,0.8,2.54269902410545,"Forecast",2022-12-25
2023-01-20,0.8,2.05028964216074,"Forecast",2022-12-25
2023-01-21,0.8,2.26292807107535,"Forecast",2022-12-25
2023-01-22,0.8,2.25455852473374,"Forecast",2022-12-25
2022-10-27,0.95,0.306765241745865,"Fitted history",2022-12-25
2022-10-28,0.95,0.308265560198709,"Fitted history",2022-12-25
2022-10-29,0.95,0.309352963504271,"Fitted history",2022-12-25
2022-10-30,0.95,0.311411835765321,"Fitted history",2022-12-25
2022-10-31,0.95,0.315326332708918,"Fitted history",2022-12-25
2022-11-01,0.95,0.459964079646306,"Fitted history",2022-12-25
2022-11-02,0.95,1.45830535393917,"Fitted history",2022-12-25
2022-11-03,0.95,0.656397112116589,"Fitted history",2022-12-25
2022-11-04,0.95,0.438446913862129,"Fitted history",2022-12-25
2022-11-05,0.95,0.414471806148854,"Fitted history",2022-12-25
2022-11-06,0.95,0.532640265765324,"Fitted history",2022-12-25
2022-11-07,0.95,1.01788487241893,"Fitted history",2022-12-25
2022-11-08,0.95,2.6656962774906,"Fitted history",2022-12-25
2022-11-09,0.95,2.70043267920547,"Fitted history",2022-12-25
2022-11-10,0.95,0.799793999733778,"Fitted history",2022-12-25
2022-11-11,0.95,0.571429818047106,"Fitted history",2022-12-25
2022-11-12,0.95,0.468098417920303,"Fitted history",2022-12-25
2022-11-13,0.95,0.461355416773028,"Fitted history",2022-12-25
2022-11-14,0.95,0.454349696226699,"Fitted history",2022-12-25
2022-11-15,0.95,0.459210106016131,"Fitted history",2022-12-25
2022-11-16,0.95,0.44347197761828,"Fitted history",2022-12-25
2022-11-17,0.95,0.430404584769027,"Fitted history",2022-12-25
2022-11-18,0.95,0.44349937376965,"Fitted history",2022-12-25
2022-11-19,0.95,0.446996060491807,"Fitted history",2022-12-25
2022-11-20,0.95,0.431418225164454,"Fitted history",2022-12-25
2022-11-21,0.95,0.430627046772143,"Fitted history",2022-12-25
2022-11-22,0.95,0.433167720460366,"Fitted history",2022-12-25
2022-11-23,0.95,0.432679634491791,"Fitted history",2022-12-25
2022-11-24,0.95,0.434158397128698,"Fitted history",2022-12-25
2022-11-25,0.95,0.42171049087311,"Fitted history",2022-12-25
2022-11-26,0.95,0.410827143901346,"Fitted history",2022-12-25
2022-11-27,0.95,0.422298460741139,"Fitted history",2022-12-25
2022-11-28,0.95,0.434138285877952,"Fitted history",2022-12-25
2022-11-29,0.95,0.433430892540529,"Fitted history",2022-12-25
2022-11-30,0.95,0.425857735903394,"Fitted history",2022-12-25
2022-12-01,0.95,0.890208237308171,"Fitted history",2022-12-25
2022-12-02,0.95,3.75649050729592,"Fitted history",2022-12-25
2022-12-03,0.95,1.05332851660402,"Fitted history",2022-12-25
2022-12-04,0.95,3.32038482790743,"Fitted history",2022-12-25
2022-12-05,0.95,1.5721454530423,"Fitted history",2022-12-25
2022-12-06,0.95,1.92746883423531,"Fitted history",2022-12-25
2022-12-07,0.95,1.38994583938237,"Fitted history",2022-12-25
2022-12-08,0.95,0.933554297852183,"Fitted history",2022-12-25
2022-12-09,0.95,1.32563487125747,"Fitted history",2022-12-25
2022-12-10,0.95,1.60523424134685,"Fitted history",2022-12-25
2022-12-11,0.95,6.32174116634484,"Fitted history",2022-12-25
2022-12-12,0.95,3.28974719432003,"Fitted history",2022-12-25
2022-12-13,0.95,2.51187859478693,"Fitted history",2022-12-25
2022-12-14,0.95,1.77872257351832,"Fitted history",2022-12-25
2022-12-15,0.95,1.3204867401216,"Fitted history",2022-12-25
2022-12-16,0.95,1.17674765509602,"Fitted history",2022-12-25
2022-12-17,0.95,1.05023915988369,"Fitted history",2022-12-25
2022-12-18,0.95,0.981915692042512,"Fitted history",2022-12-25
2022-12-19,0.95,0.930063486700428,"Fitted history",2022-12-25
2022-12-20,0.95,0.886975238924699,"Fitted history",2022-12-25
2022-12-21,0.95,0.833068709750987,"Fitted history",2022-12-25
2022-12-22,0.95,0.793096942326944,"Fitted history",2022-12-25
2022-12-23,0.95,0.796932359298765,"Fitted history",2022-12-25
2022-12-24,0.95,0.776648031261678,"Fitted history",2022-12-25
2022-12-25,0.95,0.730352828274224,"Fitted history",2022-12-25
2022-12-26,0.95,0.532527421233148,"Forecast",2022-12-25
2022-12-27,0.95,3.65374982932945,"Forecast",2022-12-25
2022-12-28,0.95,1.97379016266456,"Forecast",2022-12-25
2022-12-29,0.95,2.09604252996996,"Forecast",2022-12-25
2022-12-30,0.95,3.38338034026666,"Forecast",2022-12-25
2022-12-31,0.95,3.7380947161728,"Forecast",2022-12-25
2023-01-01,0.95,3.91163081949637,"Forecast",2022-12-25
2023-01-02,0.95,2.47611489173055,"Forecast",2022-12-25
2023-01-03,0.95,3.6291927315116,"Forecast",2022-12-25
2023-01-04,0.95,3.00123057728117,"Forecast",2022-12-25
2023-01-05,0.95,4.28479355374357,"Forecast",2022-12-25
2023-01-06,0.95,4.04897875986826,"Forecast",2022-12-25
2023-01-07,0.95,2.65718877036943,"Forecast",2022-12-25
2023-01-08,0.95,4.29823674375585,"Forecast",2022-12-25
2023-01-09,0.95,3.78869735100372,"Forecast",2022-12-25
2023-01-10,0.95,3.50792320258977,"Forecast",2022-12-25
2023-01-11,0.95,3.00817594175004,"Forecast",2022-12-25
2023-01-12,0.95,3.63783399337813,"Forecast",2022-12-25
2023-01-13,0.95,2.8258235550607,"Forecast",2022-12-25
2023-01-14,0.95,4.05083724892587,"Forecast",2022-12-25
2023-01-15,0.95,4.13687805804964,"Forecast",2022-12-25
2023-01-16,0.95,3.89374127283449,"Forecast",2022-12-25
2023-01-17,0.95,2.6789150302724,"Forecast",2022-12-25
2023-01-18,0.95,2.85546046073739,"Forecast",2022-12-25
2023-01-19,0.95,3.48478728237767,"Forecast",2022-12-25
2023-01-20,0.95,2.35773339074917,"Forecast",2022-12-25
2023-01-21,0.95,2.75103824136662,"Forecast",2022-12-25
2023-01-22,0.95,2.83730668034687,"Forecast",2022-12-25
