"model_label","nominal","interval_score","covered"
"Q-DESN",0.3,3.85612782965104,0.0357142857142857
"Raw GloFAS",0.3,4.90803719431531,0
"Q-DESN",0.65,6.42618800101921,0.0357142857142857
"Raw GloFAS",0.65,9.05055786883865,0
"Q-DESN",0.9,6.99091505773561,0.571428571428571
"Raw GloFAS",0.9,25.2027636659504,0
