"fit_id","model_id","model_family","quantile_level","method","likelihood_family","coefficient_prior","n_draws","n_theta","n_beta","n_alpha","finite_theta","finite_sigma","beta_norm_mean","beta_norm_sd","alpha_norm_mean","alpha_norm_sd","sigma_Y_mean","sigma_G_mean","sigma_Y_sd","sigma_G_sd","theta_ess_min","theta_ess_median","sigma_ess_min","sigma_ess_median","max_abs_theta","vb_converged","vb_iterations","vb_runtime_seconds","vb_elbo_final","vb_elbo_relative_change","vb_max_parameter_change","application_model_contract","n_future_dates","latent_path_objective_type","future_moment_strategy","future_update_strategy","future_objective_strategy","vb_chunking_enabled","vb_chunking_mode","vb_chunk_size","vb_iteration_timing_rows","vb_stage_timing_rows","vb_substep_timing_rows","vb_draw_backend_requested","vb_theta_draw_backend","vb_future_draw_backend","vb_warm_start_enabled","vb_warm_start_used","vb_warm_start_theta_used","vb_warm_start_future_used","vb_warm_start_sigma_used","vb_warm_start_source","vb_warm_start_source_sha256","vb_warm_start_message","source_run_id"
"qdesn_transition_full7_fr09_persistence_innovation_p05","qdesn_transition_full7_fr09_persistence_innovation_p05","qdesn_glofas_discrepancy",0.05,"vb","al","rhs_ns",2000,1686,843,843,TRUE,TRUE,1.01194950603304,0.000817148125888319,0.232571795285849,0.000870802510106681,0.00679250858435405,0.00643081985164991,4.96078456047945e-05,4.41605249713134e-05,,,,,0.806231110988205,TRUE,356,,26156.4508757708,,8.98880005990613e-05,"latent_path_ensemble_likelihood",28,"first_order_delta_expected_log_joint","streamed_grouped","linearized_delta","grouped",FALSE,"exact",,2499,9,0,"chol_eigen_fallback","chol","chol",FALSE,FALSE,FALSE,FALSE,FALSE,,,"warm start disabled","glofas_fit_recovery_transition_full7_20260808_fr09_persistence_innovation_p05"
"qdesn_transition_full7_fr09_persistence_innovation_p15","qdesn_transition_full7_fr09_persistence_innovation_p15","qdesn_glofas_discrepancy",0.15,"vb","al","rhs_ns",2000,1686,843,843,TRUE,TRUE,1.06868633495886,0.00102297517162692,0.222811386929729,0.00107048917659622,0.01576956477882,0.0141274491382395,0.000115170135611526,9.70133800731678e-05,,,,,0.836569093304392,TRUE,176,,15232.1727421114,,9.95006499338036e-05,"latent_path_ensemble_likelihood",28,"first_order_delta_expected_log_joint","streamed_grouped","linearized_delta","grouped",FALSE,"exact",,1239,9,0,"chol_eigen_fallback","chol","chol",FALSE,FALSE,FALSE,FALSE,FALSE,,,"warm start disabled","glofas_fit_recovery_transition_full7_20260808_fr09_persistence_innovation_p15"
"qdesn_transition_full7_fr09_persistence_innovation_p35","qdesn_transition_full7_fr09_persistence_innovation_p35","qdesn_glofas_discrepancy",0.35,"vb","al","rhs_ns",2000,1686,843,843,TRUE,TRUE,1.10812615726079,0.00124305467134736,0.226310317594493,0.00145931390902279,0.0269509988274168,0.0223487934487303,0.000196831696584839,0.000153469460183707,,,,,0.86873247566665,TRUE,83,,8629.52850074021,,9.68295768352112e-05,"latent_path_ensemble_likelihood",28,"first_order_delta_expected_log_joint","streamed_grouped","linearized_delta","grouped",FALSE,"exact",,588,9,0,"chol_eigen_fallback","chol","chol",FALSE,FALSE,FALSE,FALSE,FALSE,,,"warm start disabled","glofas_fit_recovery_transition_full7_20260808_fr09_persistence_innovation_p35"
"qdesn_transition_full7_fr09_persistence_innovation_p50","qdesn_transition_full7_fr09_persistence_innovation_p50","qdesn_glofas_discrepancy",0.5,"vb","al","rhs_ns",2000,1686,843,843,TRUE,TRUE,1.14105203460384,0.00140663545810328,0.261574868407214,0.00228949499608454,0.0315858303245497,0.0238973386184062,0.000230681341742979,0.000164103340343969,,,,,0.889453343922078,TRUE,103,,7158.46193918976,,9.55543308506224e-05,"latent_path_ensemble_likelihood",28,"first_order_delta_expected_log_joint","streamed_grouped","linearized_delta","grouped",FALSE,"exact",,728,9,0,"chol_eigen_fallback","chol","chol",FALSE,FALSE,FALSE,FALSE,FALSE,,,"warm start disabled","glofas_fit_recovery_transition_full7_20260808_fr09_persistence_innovation_p50"
"qdesn_transition_full7_fr09_persistence_innovation_p65","qdesn_transition_full7_fr09_persistence_innovation_p65","qdesn_glofas_discrepancy",0.65,"vb","al","rhs_ns",2000,1686,843,843,TRUE,TRUE,1.18846384866707,0.00148199188998418,0.289106459339817,0.0017599490020082,0.0326811628202035,0.022198810610838,0.000238680902531974,0.000152439526052321,,,,,0.917639291418351,TRUE,97,,7456.8446660798,,9.53985654706391e-05,"latent_path_ensemble_likelihood",28,"first_order_delta_expected_log_joint","streamed_grouped","linearized_delta","grouped",FALSE,"exact",,686,9,0,"chol_eigen_fallback","chol","chol",FALSE,FALSE,FALSE,FALSE,FALSE,,,"warm start disabled","glofas_fit_recovery_transition_full7_20260808_fr09_persistence_innovation_p65"
"qdesn_transition_full7_fr09_persistence_innovation_p80","qdesn_transition_full7_fr09_persistence_innovation_p80","qdesn_glofas_discrepancy",0.8,"vb","al","rhs_ns",2000,1686,843,843,TRUE,TRUE,1.24372875686091,0.00187131848595594,0.468198079836158,0.0047610739089708,0.0287494086640136,0.0172776667673597,0.000209966054296736,0.00011864596619516,,,,,0.952913018980451,TRUE,82,,10011.1701703138,,9.86594450728875e-05,"latent_path_ensemble_likelihood",28,"first_order_delta_expected_log_joint","streamed_grouped","linearized_delta","grouped",FALSE,"exact",,581,9,0,"chol_eigen_fallback","chol","chol",FALSE,FALSE,FALSE,FALSE,FALSE,,,"warm start disabled","glofas_fit_recovery_transition_full7_20260808_fr09_persistence_innovation_p80"
"qdesn_transition_full7_fr09_persistence_innovation_p95","qdesn_transition_full7_fr09_persistence_innovation_p95","qdesn_glofas_discrepancy",0.95,"vb","al","rhs_ns",2000,1686,843,843,TRUE,TRUE,1.65947688814307,0.00438614641134471,1.06237232431629,0.00757375029013384,0.015793544571616,0.00678948702350691,0.000115345267647634,4.6623497183965e-05,,,,,1.0775098347018,TRUE,199,,20302.7331131693,,9.98352056985037e-05,"latent_path_ensemble_likelihood",28,"first_order_delta_expected_log_joint","streamed_grouped","linearized_delta","grouped",FALSE,"exact",,1400,9,0,"chol_eigen_fallback","chol","chol",FALSE,FALSE,FALSE,FALSE,FALSE,,,"warm start disabled","glofas_fit_recovery_transition_full7_20260808_fr09_persistence_innovation_p95"
