"scope","quantile_level","n_rows","mean_abs_path_change","median_abs_path_change","max_abs_path_change","mean_check_loss_source","mean_check_loss_final","crps_grid_log1p_source","crps_grid_log1p_final","relative_crps_change"
"all_quantiles",NA,196,0.100475498289068,0.0708279751681679,0.346199207041439,0.420559082144105,0.418009863468546,0.841765084498857,0.837404276667239,-0.00518055204702871
"quantile_0.05",0.05,28,0.192066601407171,0.21605651163839,0.301105055012095,0.161151244048561,0.151547913978202,0.841765084498857,0.837404276667239,-0.00518055204702871
"quantile_0.2",0.2,28,0.0460818040793676,0.042225777700623,0.105336078023454,0.499845898200444,0.508327847450146,0.841765084498857,0.837404276667239,-0.00518055204702871
"quantile_0.35",0.35,28,0.0556787576579761,0.05732212658086,0.11047846676699,0.656936425617076,0.67326539976154,0.841765084498857,0.837404276667239,-0.00518055204702871
"quantile_0.5",0.5,28,0.0343483929866391,0.0254546900225849,0.0821539292817501,0.67631083230257,0.686820968980078,0.841765084498857,0.837404276667239,-0.00518055204702871
"quantile_0.65",0.65,28,0.0453721925741187,0.0341115583800653,0.17651369845798,0.563407215721561,0.537647503968754,0.841765084498857,0.837404276667239,-0.00518055204702871
"quantile_0.8",0.8,28,0.0943909403776495,0.10166399549863,0.22257289829937,0.271353283141995,0.25056441334125,0.841765084498857,0.837404276667239,-0.00518055204702871
"quantile_0.95",0.95,28,0.235389798940551,0.24003139009301,0.346199207041439,0.114908675976525,0.117894996799856,0.841765084498857,0.837404276667239,-0.00518055204702871
