"iteration","step","elapsed_seconds","fit_id","model_id","quantile_level","likelihood_family","coefficient_prior","source_run_id"
,"prior_initialization",0.109000000000009,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
,"initial_row_moments",106.884,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
,"sigma_initialization",0.0509999999999877,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
,"initial_v_update",0.0299999999999727,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
1,"theta_update",9.20899999999995,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
1,"future_update",0.801000000000045,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
1,"row_moments",108.045,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
1,"v_update",0.0409999999999968,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
1,"sigma_update",0.0539999999999736,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
1,"prior_update",0.0649999999999977,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
1,"objective",0.0480000000000018,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
2,"theta_update",8.053,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
2,"future_update",0.630999999999972,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
2,"row_moments",102.715,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
2,"v_update",0.00599999999997181,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
2,"sigma_update",0.0029999999999859,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
2,"prior_update",0.00200000000000955,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
2,"objective",0.00200000000000955,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
3,"theta_update",7.75400000000002,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
3,"future_update",0.643000000000029,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
3,"row_moments",105.661,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
3,"v_update",0.00700000000006185,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
3,"sigma_update",0.0040000000000191,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
3,"prior_update",0.000999999999976353,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
3,"objective",0.00300000000004275,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
4,"theta_update",7.97300000000007,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
4,"future_update",0.645999999999958,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
4,"row_moments",106.822,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
4,"v_update",0.00599999999997181,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
4,"sigma_update",0.00300000000004275,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
4,"prior_update",0.00199999999995271,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
4,"objective",0.00300000000004275,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
5,"theta_update",8.41600000000005,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
5,"future_update",0.624000000000024,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
5,"row_moments",106.572,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
5,"v_update",0.00599999999997181,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
5,"sigma_update",0.0040000000000191,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
5,"prior_update",0.00199999999995271,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
5,"objective",0.00300000000004275,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
6,"theta_update",8.25599999999997,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
6,"future_update",0.706000000000017,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
6,"row_moments",105.918,"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7_p05","qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",0.05,"al","rhs_ns","glofas_reservoir_only_m360_full7_20260607_p05"
