"model_id","diagnostic","n_crossing_pairs","max_crossing_magnitude"
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7","after_isotonic",0,0
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7","before_isotonic",0,0
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7","after_isotonic",0,0
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7","before_isotonic",0,0
