"model_id","model_family","n_quantile_levels","quantile_levels","horizon","n","check_loss_mean","mae_to_observation","rmse_to_observation","bias_to_observation"
"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",1,7,0.216966814515572,0.779004134008788,1.00555287591722,0.779004134008788
"raw_glofas_glofas_calibration_broad_grid_20260619_arch04_a035_gate","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",1,7,0.144283957784477,0.292750059272851,0.292750059272851,-0.292750059272851
"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",2,7,0.64418530300817,1.68581912903963,1.80943023834108,-1.68581912903963
"raw_glofas_glofas_calibration_broad_grid_20260619_arch04_a035_gate","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",2,7,1.35942075145665,2.81125285100148,2.81399694996202,-2.81125285100148
"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",3,7,0.23906862595613,0.868271859634701,0.935382520949796,-0.654155181014101
"raw_glofas_glofas_calibration_broad_grid_20260619_arch04_a035_gate","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",3,7,0.47032209038395,1.08256919849528,1.10253752459107,-1.08256919849528
"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",4,7,0.0727838645524286,0.541402152313828,0.694071072349068,-0.0269277909994566
"raw_glofas_glofas_calibration_broad_grid_20260619_arch04_a035_gate","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",4,7,0.211020812387435,0.554973073963921,0.591696454901468,-0.554973073963921
"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate","qdesn_glofas_discrepancy",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",5,7,0.305157279351616,1.03421944008548,1.11679822083255,-0.858019915863563
"raw_glofas_glofas_calibration_broad_grid_20260619_arch04_a035_gate","raw_glofas",7,"0.05;0.15;0.35;0.50;0.65;0.80;0.95",5,7,0.620531941831122,1.39406622108227,1.41098826609664,-1.39406622108227
