fold,R98_mean_AQL,cached_PriceFM_mean_AQL,deprecated_R92_mean_AQL
1,7.3533056922145255,7.2969317135293394,7.044355986949208
2,6.798914594035526,6.826320190700944,6.429002073917867
3,7.49880167326004,6.9928041353731265,6.997674200544244
