"model_label","nominal","interval_score","covered"
"Q-DESN",0.3,3.16670450341801,0.285714285714286
"Raw GloFAS",0.3,4.90803719431531,0
"Q-DESN",0.65,3.92315711665985,0.678571428571429
"Raw GloFAS",0.65,9.05055786883865,0
"Q-DESN",0.9,5.01479373497842,0.964285714285714
"Raw GloFAS",0.9,25.2027636659504,0
