region,fold,selected_family,AQL,AQCR,MAE,RMSE,current_authoritative_qdesn_AQL,cached_pricefm_AQL,delta_AQL_candidate_minus_current,delta_AQL_candidate_minus_pricefm,rhs_tau0,lag_window,depth,units,alpha,rho,input_scale,feature_policy,state_output,selection_source_stage,selected_atom_manifest_path,selected_atom_manifest_sha256,selected_validation_AQL,selected_validation_AQCR,selected_validation_MAE,selected_validation_RMSE,test_evidence_path,test_evidence_sha256,deprecated_R92_method_id,deprecated_R92_AQL,deprecated_R92_source_class,deprecated_R92_experiment_id,deprecated_R92_feature_policy,qdesn_method_id,qdesn_AQL,qdesn_AQCR,qdesn_MAE,qdesn_RMSE,pricefm_AQL,delta_AQL_qdesn_minus_pricefm,delta_AQL_qdesn_minus_deprecated_R92,decision_label,authority_status,authority_basis,authority_transition_rule,selected_on_split,selection_is_validation_only,same_desn_tau0_all_folds_within_region,same_likelihood_family_all_folds_within_region,test_driven_case_mixing_used,R92_case_fallback_used,test_metrics_role,r97_preregistered_performance_gate_passed,registry_mutation_authorized,article_mutation_authorized,joint_model_authorized,mcmc_authorized
IT_SUD,2,exal,5.2025216766488,0.0147498870822041,12.563747816435258,17.829909028600866,5.143669314802342,5.483599290998818,0.0588523618464584,-0.2810776143500177,0.001,168,2,"[80,80]",0.55,0.82,0.2,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/IT_SUD/pricefm_stage_r97_selected_atom_manifest.csv,da8aa0734c64a986f18c36e9c4da9279d03250fb83796522c622db821e23e921,4.8749815762822974,0.0078125,11.919131635521037,17.473117147014893,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_SUD/fold=2/score/test_metric.csv,5cbf6ee08a9efa87ca9ec70718065eb6b0849b66dcfc5c5ed7a4dd21aaca611e,qdesn_exal_rhs_ns_exact_chunked,5.143669314802342,current_r3q,covm_itsud_f2_target_d2_n080x080_s035,target_only,qdesn_exal_rhs_ns_r98_region_frozen,5.2025216766488,0.0147498870822041,12.563747816435258,17.829909028600866,5.483599290998818,-0.28107761435001777,0.05885236184645848,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
IT_SUD,3,exal,5.08451481258744,0.0045110428051001,12.634609843959268,17.467982627698927,5.07374038873652,4.8684387615945255,0.0107744238509193,0.216076050992914,0.001,168,2,"[80,80]",0.55,0.82,0.2,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/IT_SUD/pricefm_stage_r97_selected_atom_manifest.csv,da8aa0734c64a986f18c36e9c4da9279d03250fb83796522c622db821e23e921,5.046749759497365,0.0054765130984643,12.380876518919052,17.86584435282713,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=IT_SUD/fold=3/score/test_metric.csv,40a7de58c23b8fb34e15ab63fd0f97bb1d7538148844ddda6f80b52beba177f8,qdesn_exal_rhs_ns_exact_chunked,5.07374038873652,current_r3q,covm_itsud_f3_graphsum_g1_d1_n120_s035,graph_summary_mean,qdesn_exal_rhs_ns_r98_region_frozen,5.08451481258744,0.0045110428051001,12.634609843959268,17.467982627698927,4.8684387615945255,0.21607605099291494,0.0107744238509202,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
LT,1,exal,14.96426223609808,0.0902633101851851,35.2563862782066,50.87709804698915,14.48059519155851,12.489886560812897,0.4836670445395707,2.4743756752851844,0.01,96,1,[48],0.25,0.9,0.2,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/LT/pricefm_stage_r97_selected_atom_manifest.csv,3996577cf91c4d62aa9f87ca70c7ea31a08a9633e5da94c25ee5b5cf61314c9b,18.45420971207632,0.0451531193078324,41.52847358817155,85.06411932892604,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=LT/fold=1/score/test_metric.csv,5956aa944b208fa00a49dfcdb5e30c5accf9c7fa51b0cdcda042411e36c677ad,qdesn_exal_rhs_ns_exact_chunked,14.48059519155851,stage_m,stagec_p1_diversenewregions_lt_f1_d2_l096_d2_n080x080_a0p4_r0p9_in0p35_seed20260603,target_only,qdesn_exal_rhs_ns_r98_region_frozen,14.96426223609808,0.0902633101851851,35.2563862782066,50.87709804698915,12.489886560812897,2.4743756752851827,0.483667044539569,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
LT,2,exal,11.065677918485838,0.0152721318879855,27.155100414219017,36.51689520313082,10.710845005302518,11.224242967183166,0.3548329131833192,-0.1585650486973282,0.01,96,1,[48],0.25,0.9,0.2,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/LT/pricefm_stage_r97_selected_atom_manifest.csv,3996577cf91c4d62aa9f87ca70c7ea31a08a9633e5da94c25ee5b5cf61314c9b,12.78800902164147,0.0070023148148148,31.41346629742756,47.08864102307767,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=LT/fold=2/score/test_metric.csv,1c6e91d7f754b5f86dc6b01284314857471612242a80df1bb7762cedf1f4578a,qdesn_exal_rhs_ns_exact_chunked,10.710845005302518,stage_m,stageg_lt_f2_graphd1_input_lo_seedrob20260618,graph_khop,qdesn_exal_rhs_ns_r98_region_frozen,11.065677918485838,0.0152721318879855,27.155100414219017,36.51689520313082,11.224242967183166,-0.15856504869732824,0.3548329131833192,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
LT,3,exal,12.894110042844938,0.0053364071038251,31.53967567865591,57.244007583397554,12.804693361110726,14.103602033691075,0.0894166817342121,-1.2094919908461377,0.01,96,1,[48],0.25,0.9,0.2,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/LT/pricefm_stage_r97_selected_atom_manifest.csv,3996577cf91c4d62aa9f87ca70c7ea31a08a9633e5da94c25ee5b5cf61314c9b,9.842197594126128,0.0047848915989159,24.647780293690204,33.323231892474915,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=LT/fold=3/score/test_metric.csv,ae8aff8eb9aa08f3f47fff6ae2f98cd27ccbfdd34cde0bed14bd421d173bd815,qdesn_al_rhs_ns_exact_chunked,12.804693361110726,stage_m,stagef_lt_f3_graphd1_rho_hi_seedrob20260618,graph_khop,qdesn_exal_rhs_ns_r98_region_frozen,12.894110042844938,0.0053364071038251,31.53967567865591,57.244007583397554,14.103602033691075,-1.2094919908461375,0.08941668173421213,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
LV,1,exal,14.898567972644347,0.0005063657407407,36.84007554802729,53.00078784416419,13.465938852704127,12.946992353016546,1.4326291199402217,1.951575619627804,0.01,96,3,"[40,40,40]",0.35,0.9,0.2,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/LV/pricefm_stage_r97_selected_atom_manifest.csv,aa069e68e0572049c1775320ba0493ca312d51357a24b6f68ef5dbbb87638cb5,13.7203309292285,0.0016080373406193,33.96995398818441,48.53156527136167,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=LV/fold=1/score/test_metric.csv,9d94f01b60efb168c6f54f768fd7c71b52e6760a66ea95d94a6fb236fce80930,qdesn_al_rhs_ns_exact_chunked,13.465938852704127,stage_m,stagec_p1_diversenewregions_lv_f1_d2_l096_d2_n080x080_a0p4_r0p9_in0p35_seed20260603,target_only,qdesn_exal_rhs_ns_r98_region_frozen,14.898567972644347,0.0005063657407407,36.84007554802729,53.00078784416419,12.946992353016546,1.9515756196278016,1.43262911994022,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
LV,2,exal,11.239454238270786,0.0002964092140921,28.4034219047902,37.47786006726236,10.670435658216178,10.44642655334104,0.5690185800546086,0.7930276849297471,0.01,96,3,"[40,40,40]",0.35,0.9,0.2,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/LV/pricefm_stage_r97_selected_atom_manifest.csv,aa069e68e0572049c1775320ba0493ca312d51357a24b6f68ef5dbbb87638cb5,14.438860923830775,0.0,35.7069949227126,51.88440144165662,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=LV/fold=2/score/test_metric.csv,f9ba1c8ae012ca6609e2ca4265f527b130e862c0e0aaa176225c1e000b289f18,qdesn_exal_rhs_ns_exact_chunked,10.670435658216178,stage_m,stagec_p1_diversenewregions_lv_f2_d2_l096_d2_n080x080_a0p4_r0p9_in0p35_seed20260603,target_only,qdesn_exal_rhs_ns_r98_region_frozen,11.239454238270786,0.0002964092140921,28.4034219047902,37.47786006726236,10.44642655334104,0.7930276849297471,0.5690185800546086,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
LV,3,exal,14.151980732777128,1.4230418943533698e-05,34.972028685545936,59.87848547813095,12.838357700378818,13.756952699006629,1.3136230323983096,0.3950280337704992,0.01,96,3,"[40,40,40]",0.35,0.9,0.2,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/LV/pricefm_stage_r97_selected_atom_manifest.csv,aa069e68e0572049c1775320ba0493ca312d51357a24b6f68ef5dbbb87638cb5,10.54813967491702,2.822944896115628e-05,26.473494551872125,35.28505350481445,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=LV/fold=3/score/test_metric.csv,50084aa96547d3362f3697523b27aa54fad6e8afe4c658eb21df251a0054db39,qdesn_exal_rhs_ns_exact_chunked,12.838357700378818,stage_m,stagef_lv_f3_graphd2_base_seedrob20260616,graph_khop,qdesn_exal_rhs_ns_r98_region_frozen,14.151980732777128,1.4230418943533698e-05,34.972028685545936,59.87848547813095,13.756952699006629,0.3950280337704992,1.3136230323983096,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NL,1,exal,6.355438751981736,0.0014612268518518,15.84914869892238,24.47233288277506,5.370270990957525,7.24215554987866,0.9851677610242112,-0.8867167978969244,0.0005,168,1,[64],0.55,0.82,0.15,graph_summary_mean_std,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NL/pricefm_stage_r97_selected_atom_manifest.csv,0ce456d799aae5dda94b2d7fae12357a66c01ffeb69ab1f8714cdb85bba8ddad,7.3464879588268595,0.0007115209471766,18.004606396667256,36.692846759024256,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NL/fold=1/score/test_metric.csv,2ea7ba2fa33fb4de917d59df7687e51f4df92a14e62cb6a126e29b437a2ce2f6,qdesn_exal_rhs_ns_exact_chunked,5.370270990957525,stage_m,staged_nl_f1_graphd2_base_seedrob20260618,graph_khop,qdesn_exal_rhs_ns_r98_region_frozen,6.355438751981736,0.0014612268518518,15.84914869892238,24.47233288277506,7.24215554987866,-0.8867167978969244,0.9851677610242113,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NL,2,exal,6.709951378599105,0.0002258355916892,16.735252523864766,26.149980005553115,5.7707911110683,7.060518830299884,0.9391602675308048,-0.3505674517007788,0.0005,168,1,[64],0.55,0.82,0.15,graph_summary_mean_std,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NL/pricefm_stage_r97_selected_atom_manifest.csv,0ce456d799aae5dda94b2d7fae12357a66c01ffeb69ab1f8714cdb85bba8ddad,6.014105984264592,0.0003038194444444,14.848751900254667,23.72319400785444,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NL/fold=2/score/test_metric.csv,590735d8576836bb403d43ab34f7dfe03efa62224c249e6031f32dfe50fa3a95,qdesn_exal_rhs_ns_exact_chunked,5.7707911110683,stage_m,staged_nl_f2_graphd2_input_lo_seedrob20260617,graph_khop,qdesn_exal_rhs_ns_r98_region_frozen,6.709951378599105,0.0002258355916892,16.735252523864766,26.149980005553115,7.060518830299884,-0.35056745170077885,0.9391602675308048,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NL,3,exal,7.065530334404162,0.0010530510018214,17.57821589289156,25.815877726558448,6.785329454228566,6.41170384819779,0.2802008801755962,0.6538264862063716,0.0005,168,1,[64],0.55,0.82,0.15,graph_summary_mean_std,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NL/pricefm_stage_r97_selected_atom_manifest.csv,0ce456d799aae5dda94b2d7fae12357a66c01ffeb69ab1f8714cdb85bba8ddad,6.689392256173988,0.0,16.67100419792821,26.046643625059534,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NL/fold=3/score/test_metric.csv,faabc31eed275486df12b6104f98b3725c8c15a224ac7864134466ab33bf94e8,qdesn_exal_rhs_ns_exact_chunked,6.785329454228566,stage_m,staged_nl_f3_graphd2_input_lo_seedrob20260618,graph_khop,qdesn_exal_rhs_ns_r98_region_frozen,7.065530334404162,0.0010530510018214,17.57821589289156,25.815877726558448,6.41170384819779,0.6538264862063716,0.2802008801755962,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_1,1,exal,7.53834768729539,0.0086516203703703,17.842326374261866,32.10851653123106,7.236886783843283,7.004074739426128,0.3014609034521074,0.5342729478692627,0.002,240,1,[48],0.5,0.82,0.25,graph_khop,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_1/pricefm_stage_r97_selected_atom_manifest.csv,dd6d25a1cfa54b1da58ad4421006b1d0d77b745f583edee5327ca4fb182e2db5,5.010526222291393,0.0042691256830601,11.792802120291984,29.143433285869666,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_1/fold=1/score/test_metric.csv,847d3218b0ab3841669fd182da837b6cef5ba9cbe49f472b48731604eaedba0e,qdesn_exal_rhs_ns_exact_chunked,7.236886783843283,current_r3q,covm_no1_f1_graphsum_g1_d1_n120_s035,graph_summary_mean,qdesn_exal_rhs_ns_r98_region_frozen,7.53834768729539,0.0086516203703703,17.842326374261866,32.10851653123106,7.004074739426128,0.5342729478692627,0.3014609034521074,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_1,2,exal,7.9099445520215905,0.043727416440831,19.439881021268565,24.6876315891888,6.286119944767391,5.922160533056343,1.6238246072541995,1.987784018965248,0.002,240,1,[48],0.5,0.82,0.25,graph_khop,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_1/pricefm_stage_r97_selected_atom_manifest.csv,dd6d25a1cfa54b1da58ad4421006b1d0d77b745f583edee5327ca4fb182e2db5,6.889358849782262,0.0020399305555555,16.466244533597077,30.75853120957238,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_1/fold=2/score/test_metric.csv,305c3422b9d63fd37fefa3b236da525ac333e5a78564ad00513baf7535499b78,qdesn_exal_rhs_ns_exact_chunked,6.286119944767391,current_r3q,covm_no1_f2_graphsum_g1_d1_n120_s035,graph_summary_mean,qdesn_exal_rhs_ns_r98_region_frozen,7.9099445520215905,0.043727416440831,19.439881021268565,24.6876315891888,5.922160533056343,1.9877840189652476,1.6238246072541997,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_1,3,exal,4.615949660119489,0.000426912568306,11.242491810271304,20.22222442040492,4.944852905959345,4.893016691186121,-0.3289032458398555,-0.2770670310666316,0.002,240,1,[48],0.5,0.82,0.25,graph_khop,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_1/pricefm_stage_r97_selected_atom_manifest.csv,dd6d25a1cfa54b1da58ad4421006b1d0d77b745f583edee5327ca4fb182e2db5,6.321182552623385,0.0041073848238482,15.505414878048253,21.06092319709208,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_1/fold=3/score/test_metric.csv,ef8b05c73c6a8cdfece34de752838263927bf2d1d1311d7bc7f50f971fd3e449,qdesn_exal_rhs_ns_exact_chunked,4.944852905959345,current_r3q,covm_no1_f3_graphsum_g1_d1_n120_s035,graph_summary_mean,qdesn_exal_rhs_ns_r98_region_frozen,4.615949660119489,0.000426912568306,11.242491810271304,20.22222442040492,4.893016691186121,-0.27706703106663166,-0.32890324583985553,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_2,1,exal,6.838138265962858,0.0076533564814814,16.55011963831989,29.23173878388921,6.858855361703237,6.056319007546669,-0.0207170957403795,0.7818192584161885,5e-05,96,2,"[120,64]",0.45,0.82,0.2,graph_khop,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_2/pricefm_stage_r97_selected_atom_manifest.csv,f217a5b261069820701e5d55539182af0ac524b68acdfc5100ab0ea5ba49ff91,5.802402830951682,0.0015653460837887,13.66411403623481,36.33955865754284,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_2/fold=1/score/test_metric.csv,efef4e358e25bc8942549a346743ea8b80f5f33190fdb717be16d239ca9dd988,qdesn_al_rhs_ns_exact_chunked,6.858855361703237,current_r3q,covm_no2_f1_graphsum_g1_d1_n120_s035,graph_summary_mean,qdesn_exal_rhs_ns_r98_region_frozen,6.838138265962858,0.0076533564814814,16.55011963831989,29.23173878388921,6.056319007546669,0.7818192584161885,-0.0207170957403795,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_2,2,exal,5.629510139596731,0.0329155374887082,14.78435546395227,18.06793964702044,4.869291289898341,4.492788986560367,0.7602188496983899,1.1367211530363646,5e-05,96,2,"[120,64]",0.45,0.82,0.2,graph_khop,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_2/pricefm_stage_r97_selected_atom_manifest.csv,f217a5b261069820701e5d55539182af0ac524b68acdfc5100ab0ea5ba49ff91,6.773809290421997,0.0049479166666666,16.306777115254942,29.509191589285084,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_2/fold=2/score/test_metric.csv,74acb912642701b0b77654045540afa6b96fd18524be7de9bee9f07b7298a44f,qdesn_al_rhs_ns_exact_chunked,4.869291289898341,current_r3q,covm_no2_f2_graphsum_g1_d1_n120_s035,graph_summary_mean,qdesn_exal_rhs_ns_r98_region_frozen,5.629510139596731,0.0329155374887082,14.78435546395227,18.06793964702044,4.492788986560367,1.1367211530363646,0.7602188496983899,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_2,3,exal,4.12027505254759,0.0023907103825136,10.133439616947305,17.645796676144027,4.424711029434241,4.486640415494108,-0.3044359768866513,-0.3663653629465182,5e-05,96,2,"[120,64]",0.45,0.82,0.2,graph_khop,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_2/pricefm_stage_r97_selected_atom_manifest.csv,f217a5b261069820701e5d55539182af0ac524b68acdfc5100ab0ea5ba49ff91,4.830935960734217,0.010303748870822,12.35388186600322,16.031688939566994,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_2/fold=3/score/test_metric.csv,966a4444c29ce7b9e73d4f960653cacb40fc5f2fa5c31570f5c2831f7f8aa742,qdesn_exal_rhs_ns_exact_chunked,4.424711029434241,current_r3q,covm_no2_f3_graphsum_g1_d1_n120_s035,graph_summary_mean,qdesn_exal_rhs_ns_r98_region_frozen,4.12027505254759,0.0023907103825136,10.133439616947305,17.645796676144027,4.486640415494108,-0.3663653629465182,-0.30443597688665136,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_3,1,exal,4.232585205354528,0.0359375,10.024173469856075,19.71920772714564,4.135597461874142,3.677170569976972,0.096987743480386,0.5554146353775562,0.001,240,3,"[64,64,64]",0.4,0.82,0.25,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_3/pricefm_stage_r97_selected_atom_manifest.csv,b558fcac5e378e8053b2990b195ce7a9950dd59a2992c218d509d01cb944c6ee,2.345273730108654,0.0155965391621129,5.616383657661563,10.910557387292798,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_3/fold=1/score/test_metric.csv,c04abe8e1fe42b291c09062b34a56bd95f326280ffa3b1a507a6ecfe0b9ac5ac,qdesn_exal_rhs_ns_exact_chunked,4.135597461874142,current_r3q,covm_no3_f1_target_d1_n120_s025,target_only,qdesn_exal_rhs_ns_r98_region_frozen,4.232585205354528,0.0359375,10.024173469856075,19.71920772714564,3.677170569976972,0.5554146353775562,0.09698774348038608,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
