region,fold,selected_family,AQL,AQCR,MAE,RMSE,current_authoritative_qdesn_AQL,cached_pricefm_AQL,delta_AQL_candidate_minus_current,delta_AQL_candidate_minus_pricefm,rhs_tau0,lag_window,depth,units,alpha,rho,input_scale,feature_policy,state_output,selection_source_stage,selected_atom_manifest_path,selected_atom_manifest_sha256,selected_validation_AQL,selected_validation_AQCR,selected_validation_MAE,selected_validation_RMSE,test_evidence_path,test_evidence_sha256,deprecated_R92_method_id,deprecated_R92_AQL,deprecated_R92_source_class,deprecated_R92_experiment_id,deprecated_R92_feature_policy,qdesn_method_id,qdesn_AQL,qdesn_AQCR,qdesn_MAE,qdesn_RMSE,pricefm_AQL,delta_AQL_qdesn_minus_pricefm,delta_AQL_qdesn_minus_deprecated_R92,decision_label,authority_status,authority_basis,authority_transition_rule,selected_on_split,selection_is_validation_only,same_desn_tau0_all_folds_within_region,same_likelihood_family_all_folds_within_region,test_driven_case_mixing_used,R92_case_fallback_used,test_metrics_role,r97_preregistered_performance_gate_passed,registry_mutation_authorized,article_mutation_authorized,joint_model_authorized,mcmc_authorized
NO_3,2,exal,2.188655654418615,0.0085535230352303,5.282174090466,8.380108934297201,2.213442982177947,1.9247957314285185,-0.024787327759332,0.2638599229900966,0.001,240,3,"[64,64,64]",0.4,0.82,0.25,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_3/pricefm_stage_r97_selected_atom_manifest.csv,b558fcac5e378e8053b2990b195ce7a9950dd59a2992c218d509d01cb944c6ee,4.089833314653016,0.0403067129629629,9.673344913329837,19.608283315902305,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_3/fold=2/score/test_metric.csv,c54a96b069978a3170a5c4e5dd925ec6181ed7ac7a9c1203f2937385f3af851d,qdesn_exal_rhs_ns_exact_chunked,2.213442982177947,current_r3q,covm_no3_f2_target_d2_n080x080_s035,target_only,qdesn_exal_rhs_ns_r98_region_frozen,2.188655654418615,0.0085535230352303,5.282174090466,8.380108934297201,1.9247957314285185,0.26385992299009664,-0.024787327759332012,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_3,3,exal,4.039799390376852,0.0099186020036429,9.667141099183327,15.538940722327885,4.130955955411643,3.843132200317067,-0.0911565650347911,0.1966671900597849,0.001,240,3,"[64,64,64]",0.4,0.82,0.25,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_3/pricefm_stage_r97_selected_atom_manifest.csv,b558fcac5e378e8053b2990b195ce7a9950dd59a2992c218d509d01cb944c6ee,2.120856285919544,0.0020184056007226,5.115452449177142,8.304013809459969,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_3/fold=3/score/test_metric.csv,52d9b80d5959a048ecdddb1e457bd19fa22f85cea48f7e3fe68ccc6fdea72cf4,qdesn_al_rhs_ns_exact_chunked,4.130955955411643,current_r3q,covm_no3_f3_target_d2_n080x080_s035,target_only,qdesn_exal_rhs_ns_r98_region_frozen,4.039799390376852,0.0099186020036429,9.667141099183327,15.538940722327885,3.843132200317067,0.19666719005978495,-0.09115656503479119,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_4,1,exal,2.2163385953866084,0.0200520833333333,5.045318750216349,13.655896478844252,2.2036996550064707,1.5420422172604755,0.0126389403801376,0.6742963781261329,0.0005,48,2,"[96,48]",0.45,0.82,0.15,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_4/pricefm_stage_r97_selected_atom_manifest.csv,98d463835dc13e7c79b7572f0e5239be268ffb189e445279351401d9176b7718,1.0592524879632554,0.0005549863387978,2.512544666036532,3.4622833623176974,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_4/fold=1/score/test_metric.csv,f54a32a4064b7ad3900e71fa9937ab5eb691c24b844755c66280c9a9dbcf32c8,qdesn_al_rhs_ns_exact_chunked,2.2036996550064707,provenance_bridge_30,depthcore_d2_units120x120_input_scale0p5,target_only,qdesn_exal_rhs_ns_r98_region_frozen,2.2163385953866084,0.0200520833333333,5.045318750216349,13.655896478844252,1.5420422172604755,0.6742963781261329,0.012638940380137687,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_4,2,exal,1.3748847305712024,0.0028935185185185,3.297553435901288,7.667505175382536,1.3243247421428654,1.2246124469648243,0.0505599884283369,0.1502722836063781,0.0005,48,2,"[96,48]",0.45,0.82,0.15,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_4/pricefm_stage_r97_selected_atom_manifest.csv,98d463835dc13e7c79b7572f0e5239be268ffb189e445279351401d9176b7718,2.046146894453528,0.0157407407407407,4.607468490131871,13.298213911329771,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_4/fold=2/score/test_metric.csv,e5eafdd1c506ae4f9b48465d03cdf6a4ad5c1c9c7529af074a27892b51ac3a04,qdesn_al_rhs_ns_exact_chunked,1.3243247421428654,provenance_bridge_30,depthcore_d2_ultracompact_input_scale0p25,target_only,qdesn_exal_rhs_ns_r98_region_frozen,1.3748847305712024,0.0028935185185185,3.297553435901288,7.667505175382536,1.2246124469648243,0.15027228360637812,0.05055998842833698,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_4,3,exal,3.235116378847432,0.0155965391621129,7.423152996310202,16.461718244964892,3.320648905671605,3.1425078411961085,-0.0855325268241737,0.0926085376513228,0.0005,48,2,"[96,48]",0.45,0.82,0.15,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_4/pricefm_stage_r97_selected_atom_manifest.csv,98d463835dc13e7c79b7572f0e5239be268ffb189e445279351401d9176b7718,1.2656500339992132,0.0016514227642276,2.9824793417220663,7.630004617540714,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_4/fold=3/score/test_metric.csv,c1129d740734368cb11eedf0b070ebdf7e208c2f009ebeff4692df3e8f51b954,qdesn_al_rhs_ns_exact_chunked,3.320648905671605,provenance_bridge_30,localar_d3_u40_alpha_input_scale0p25_alpha0p25,target_only,qdesn_exal_rhs_ns_r98_region_frozen,3.235116378847432,0.0155965391621129,7.423152996310202,16.461718244964892,3.1425078411961085,0.09260853765132371,-0.0855325268241729,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_5,1,exal,4.8500022784774925,0.0207465277777777,11.53063768377685,21.63801967279744,4.959878577629979,4.785613304545024,-0.1098762991524866,0.0643889739324681,0.002,96,2,"[64,64]",0.55,0.82,0.15,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_5/pricefm_stage_r97_selected_atom_manifest.csv,cc58a882c5caef25d012657545aa842244177c14660b1c27e88276f64b923ca8,3.5375530244636195,0.003628756830601,8.2972096604402,19.637465949003047,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_5/fold=1/score/test_metric.csv,0b928976fdad055086c3332aec839cb87be8657c065597bdffc4b9ba29102685,qdesn_exal_rhs_ns_exact_chunked,4.959878577629979,current_r3q,covm_no5_f1_target_d1_n120_s025,target_only,qdesn_exal_rhs_ns_r98_region_frozen,4.8500022784774925,0.0207465277777777,11.53063768377685,21.63801967279744,4.785613304545024,0.06438897393246812,-0.10987629915248665,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_5,2,exal,2.84566842266213,0.012378613369467,6.777348722500771,10.645128215066716,2.821340370741668,2.874732611651747,0.0243280519204618,-0.0290641889896168,0.002,96,2,"[64,64]",0.55,0.82,0.15,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_5/pricefm_stage_r97_selected_atom_manifest.csv,cc58a882c5caef25d012657545aa842244177c14660b1c27e88276f64b923ca8,4.798727505955177,0.0153935185185185,11.461981554829183,21.5544888615827,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_5/fold=2/score/test_metric.csv,c0c5d517b3cabd416eb629a34645d2e7590f7d54fc13d53665f610d501d3561e,qdesn_al_rhs_ns_exact_chunked,2.821340370741668,current_r3q,covm_no5_f2_target_d1_n120_s025,target_only,qdesn_exal_rhs_ns_r98_region_frozen,2.84566842266213,0.012378613369467,6.777348722500771,10.645128215066716,2.874732611651747,-0.029064188989616824,0.024328051920461835,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
NO_5,3,exal,4.165434866388359,0.0151127049180327,10.244048022201198,18.413379989632126,4.058702967577082,3.73289081280422,0.1067318988112768,0.4325440535841385,0.002,96,2,"[64,64]",0.55,0.82,0.15,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/NO_5/pricefm_stage_r97_selected_atom_manifest.csv,cc58a882c5caef25d012657545aa842244177c14660b1c27e88276f64b923ca8,2.786306989204135,0.0016796522131887,6.626262847176787,10.568799919173022,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=NO_5/fold=3/score/test_metric.csv,c62deab6e2d09dba521187b158a56382485b0a4907c1af9cae652b1663c2685d,qdesn_al_rhs_ns_exact_chunked,4.058702967577082,current_r3q,covm_no5_f3_target_d2_n080x080_s035,target_only,qdesn_exal_rhs_ns_r98_region_frozen,4.165434866388359,0.0151127049180327,10.244048022201198,18.413379989632126,3.73289081280422,0.4325440535841385,0.10673189881127687,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
PL,1,al,7.2653674817043825,0.0220775462962962,18.77689253601273,25.394248397659403,6.9331039549275415,6.61847418287117,0.332263526776841,0.6468932988332128,0.0005,168,2,"[80,80]",0.35,0.9,0.15,graph_khop,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/PL/pricefm_stage_r97_selected_atom_manifest.csv,0d3a35dd5a71760a1c16a7ef5c4808484fc102ca844cad7acc9feb685f393d6f,9.390631582747549,0.026425887978142,23.294254243751187,38.48675437933611,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=PL/fold=1/score/test_metric.csv,6caa5b618d2cc87be7092e2dbd1b50886c5e769f0c68c4da1b1970d71677ab7c,qdesn_exal_rhs_ns_exact_chunked,6.9331039549275415,stage_m,stagec_p0_completionfolds_pl_f1_lowinput_l096_d1_n120_a0p5_r0p9_in0p25_seed20260603,target_only,qdesn_al_rhs_ns_r98_region_frozen,7.2653674817043825,0.0220775462962962,18.77689253601273,25.394248397659403,6.61847418287117,0.6468932988332128,0.332263526776841,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
PL,2,al,7.17540038900301,0.0029499774164408,18.21893873180978,27.79165529030704,7.149845794387182,7.542600051788571,0.0255545946158282,-0.3671996627855609,0.0005,168,2,"[80,80]",0.35,0.9,0.15,graph_khop,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/PL/pricefm_stage_r97_selected_atom_manifest.csv,0d3a35dd5a71760a1c16a7ef5c4808484fc102ca844cad7acc9feb685f393d6f,6.293551776066581,0.0112847222222222,16.105201156319023,22.746429238396363,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=PL/fold=2/score/test_metric.csv,fd0b2458fc2ce3e8df1e1eb00eace49575c904c8f8385f5da9810532e9e384a8,qdesn_exal_rhs_ns_exact_chunked,7.149845794387182,provenance_bridge_30,stageb_d2_l096_d2_n080x080_a0p4_r0p9_in0p35_seed20260603,target_only,qdesn_al_rhs_ns_r98_region_frozen,7.17540038900301,0.0029499774164408,18.21893873180978,27.79165529030704,7.542600051788571,-0.36719966278556093,0.025554594615828208,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
PL,3,al,7.968455839121588,0.0063040755919854,19.346636212658314,33.347663200541035,8.403226775374353,7.690217805571597,-0.4347709362527654,0.2782380335499912,0.0005,168,2,"[80,80]",0.35,0.9,0.15,graph_khop,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/PL/pricefm_stage_r97_selected_atom_manifest.csv,0d3a35dd5a71760a1c16a7ef5c4808484fc102ca844cad7acc9feb685f393d6f,6.955533176741422,0.0022865853658536,17.675332939442118,26.95715978140356,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=PL/fold=3/score/test_metric.csv,b31c9fd328d3ff6018005a3bee4ebcae6c52dbb332dee05bece082301abc4e62,qdesn_al_rhs_ns_exact_chunked,8.403226775374353,stage_m,stagec_p0_completionfolds_pl_f3_lowinput_l096_d1_n120_a0p5_r0p9_in0p25_seed20260603,target_only,qdesn_al_rhs_ns_r98_region_frozen,7.968455839121588,0.0063040755919854,19.346636212658314,33.347663200541035,7.690217805571597,0.2782380335499912,-0.4347709362527654,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
PT,1,al,5.196484417965161,0.0006510416666666,13.239031848128064,17.61446103868823,6.500130737567129,7.153013251485873,-1.3036463196019676,-1.956528833520712,0.0005,96,1,[48],0.5,0.82,0.35,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/PT/pricefm_stage_r97_selected_atom_manifest.csv,365ddc79c3cadd2abf4133a856f925abc10268b30db7ebd7b643f53b5c3fb8e2,4.302892189052806,0.000853825136612,10.801422269582716,15.372233918934649,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=PT/fold=1/score/test_metric.csv,c3974cc779886d1ba9e4355ac61c6eb193b8f4ad1c12d3a6a4855de1e2ded252,qdesn_al_rhs_ns_exact_chunked,6.500130737567129,provenance_bridge_30,stageb_lowinput_l096_d1_n120_a0p5_r0p9_in0p25_seed20260603,target_only,qdesn_al_rhs_ns_r98_region_frozen,5.196484417965161,0.0006510416666666,13.239031848128064,17.61446103868823,7.153013251485873,-1.9565288335207116,-1.3036463196019676,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
PT,2,al,6.482886125383154,0.0023712737127371,16.495145887563243,23.95510340796895,6.816431703717724,6.874443007234028,-0.3335455783345695,-0.3915568818508737,0.0005,96,1,[48],0.5,0.82,0.35,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/PT/pricefm_stage_r97_selected_atom_manifest.csv,365ddc79c3cadd2abf4133a856f925abc10268b30db7ebd7b643f53b5c3fb8e2,5.174048046883575,0.0010416666666666,13.141026067078494,17.47725286592027,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=PT/fold=2/score/test_metric.csv,bb51277428411d631aff489054de9d3131da147353622144fadb156a257377b9,qdesn_exal_rhs_ns_exact_chunked,6.816431703717724,provenance_bridge_30,stageb_d2_l096_d2_n080x080_a0p4_r0p9_in0p35_seed20260603,target_only,qdesn_al_rhs_ns_r98_region_frozen,6.482886125383154,0.0023712737127371,16.495145887563243,23.95510340796895,6.874443007234028,-0.3915568818508737,-0.33354557833456955,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
PT,3,al,4.898387588121984,0.0017361111111111,12.527462130995456,16.730017899666276,5.732105108002795,6.463794863054435,-0.8337175198808113,-1.5654072749324517,0.0005,96,1,[48],0.5,0.82,0.35,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/PT/pricefm_stage_r97_selected_atom_manifest.csv,365ddc79c3cadd2abf4133a856f925abc10268b30db7ebd7b643f53b5c3fb8e2,6.376860584630178,0.0024841915085817,16.259968324217223,23.572442620549317,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=PT/fold=3/score/test_metric.csv,10aa16c0979f04f16cd35002efd7af91b24acaeeba3f6d73ee50681d558b9028,qdesn_al_rhs_ns_exact_chunked,5.732105108002795,provenance_bridge_30,stageb_d2_l096_d2_n080x080_a0p4_r0p9_in0p35_seed20260603,target_only,qdesn_al_rhs_ns_r98_region_frozen,4.898387588121984,0.0017361111111111,12.527462130995456,16.730017899666276,6.463794863054435,-1.5654072749324515,-0.8337175198808113,qdesn_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
RO,1,al,8.247239037732014,0.0042100694444444,20.40688286507032,30.657654460942023,8.297235084538215,7.567950246749942,-0.0499960468062017,0.6792887909820715,0.0001,168,2,"[96,48]",0.25,0.82,0.25,target_only,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/RO/pricefm_stage_r97_selected_atom_manifest.csv,e9d1ccccf727f32d6a5a3c3688db450671d985f468a833bed395d1336bfebece,13.150334689895978,0.0018499544626593,31.548309767394358,68.08203333739591,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=RO/fold=1/score/test_metric.csv,1f3e66fc4dbd64e217e82112f77d02a72a61774a14e3c6d198e668cb239c6a8f,qdesn_exal_rhs_ns_exact_chunked,8.297235084538215,stage_m,stageh_ro_f1_graphd2_input_low_seedrob20260624,graph_khop,qdesn_al_rhs_ns_r98_region_frozen,8.247239037732014,0.0042100694444444,20.40688286507032,30.657654460942023,7.567950246749942,0.6792887909820715,-0.04999604680620173,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
RO,2,al,7.64057792957062,0.0021595528455284,19.603410955125582,27.159749801086875,6.757125108806398,7.068079469663139,0.883452820764222,0.5724984599074814,0.0001,168,2,"[96,48]",0.25,0.82,0.25,target_only,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/RO/pricefm_stage_r97_selected_atom_manifest.csv,e9d1ccccf727f32d6a5a3c3688db450671d985f468a833bed395d1336bfebece,8.173671053815376,0.0103732638888888,20.166811840303208,30.681900699935788,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=RO/fold=2/score/test_metric.csv,a618ce9b95f797e99ba95c7eca76dbc551d53f9ca2121eccadfc190066876fcd,qdesn_exal_rhs_ns_exact_chunked,6.757125108806398,stage_m,stagef_ro_f2_graphd1_alpha_lo_seedrob20260617,graph_khop,qdesn_al_rhs_ns_r98_region_frozen,7.64057792957062,0.0021595528455284,19.603410955125582,27.159749801086875,7.068079469663139,0.5724984599074814,0.883452820764222,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
RO,3,al,9.280595998977445,0.0022341757741347,23.16350710598873,34.09921553388605,8.98372949870238,8.550629369790864,0.2968665002750636,0.7299666291865794,0.0001,168,2,"[96,48]",0.25,0.82,0.25,target_only,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/RO/pricefm_stage_r97_selected_atom_manifest.csv,e9d1ccccf727f32d6a5a3c3688db450671d985f468a833bed395d1336bfebece,7.136214033855826,0.005151874435411,18.00803419333271,25.554001489503214,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=RO/fold=3/score/test_metric.csv,c28f472cc943246ee98227731c6877e590f40fba02b8daf63587503c6b938669,qdesn_exal_rhs_ns_exact_chunked,8.98372949870238,stage_m,stagei_ro_f3_graphd2_alpha_low_seedrob20260626,graph_khop,qdesn_al_rhs_ns_r98_region_frozen,9.280595998977445,0.0022341757741347,23.16350710598873,34.09921553388605,8.550629369790864,0.7299666291865812,0.29686650027506545,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
SE_1,1,exal,5.016777632750146,0.0129484953703703,11.913741621080488,20.839254344788944,4.9928063361950406,4.301848338764621,0.0239712965551053,0.7149292939855245,0.001,168,2,"[120,64]",0.5,0.82,0.15,graph_summary_mean,final_layer,R97,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/region_closeouts/SE_1/pricefm_stage_r97_selected_atom_manifest.csv,bbc8d4076108f3f31886f29d4fe2531fb1d16a80cecfd281bf0bcd42321d0379,3.231752829490018,0.0040841302367941,8.103492038431586,12.41408871478436,/data/jaguir26/local/src/Article-Q-DESN/application/data_local/pricefm/campaigns/pricefm_stage_r97_global_region_frozen_campaign_20260908/global_scoring/runs/region=SE_1/fold=1/score/test_metric.csv,f2fe3b5f34b814309263b59ca00d6d250d7e383f060779496e1714209a8509ec,qdesn_exal_rhs_ns_exact_chunked,4.9928063361950406,current_r3q,covm_se1_f1_target_d2_n080x080_s035,target_only,qdesn_exal_rhs_ns_r98_region_frozen,5.016777632750146,0.0129484953703703,11.913741621080488,20.839254344788944,4.301848338764621,0.7149292939855245,0.023971296555105326,pricefm_wins,R98_coordinator_ready_not_integrated,prospective_region_frozen_validation_only_protocol,complete_114_case_replacement_regardless_of_performance,fold1_train_internal_temporal_validation_and_fold1_outer_validation,True,True,True,False,False,audit_and_reporting_only,False,False,False,False,False
