"model_id","origin_date","target_date","horizon","crps_quantile_grid"
"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",2022-12-25,2023-01-13,19,1.32015359113309
"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",2022-12-25,2023-01-14,20,2.3634151119001
"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",2022-12-25,2023-01-15,21,1.60093837486096
"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",2022-12-25,2023-01-16,22,1.86349588707835
"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",2022-12-25,2023-01-17,23,1.21280619954869
"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",2022-12-25,2023-01-18,24,0.810556149202448
"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",2022-12-25,2023-01-19,25,0.938832794832532
"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",2022-12-25,2023-01-20,26,0.806897037835686
"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",2022-12-25,2023-01-21,27,0.537545666472896
"qdesn_latent_path_rhs_al_vb_reservoir_only_m360_full7",2022-12-25,2023-01-22,28,0.571442364876268
