"scenario_id","scenario_label","source_model_id","display_label","posterior_score_mean","posterior_score_q025","posterior_score_q975","score_functional_status","coherence_status","claim_status","winner_interpretation"
"asymmetric_laplace_tail","Asymmetric Laplace Tail","joint_exqdesn_rhs_vb","Joint exQDESN RHS",0.316348003482585,0.314344204879885,0.320005869295222,"review","pass","descriptive_review","descriptive_numerical_minimum"
"gaussian_mixture_bridge","Gaussian-Mixture Bridge","qdesn_rhs_independent_vb","Independent QDESN RHS",0.386544806770438,0.384366979552608,0.389491857706858,"pass","review","descriptive_review","descriptive_numerical_minimum"
"laplace_bridge","Laplace Bridge","joint_qdesn_rhs_vb","Joint QDESN RHS",0.32201667323346,0.320358251040411,0.325157360756834,"review","pass","descriptive_review","descriptive_numerical_minimum"
"nonlinear_reservoir_friendly","Nonlinear Reservoir Friendly","joint_qdesn_rhs_vb","Joint QDESN RHS",0.427281355156127,0.424681131860797,0.430525625342171,"pass","pass","descriptive_hard_gates_pass","descriptive_numerical_minimum"
"normal_bridge","Normal Bridge","joint_qdesn_rhs_vb","Joint QDESN RHS",0.310095568091147,0.307950376706533,0.313476285009436,"review","pass","descriptive_review","descriptive_numerical_minimum"
"persistent_heavy_tail","Persistent Heavy Tail","exqdesn_rhs_independent_vb","Independent exQDESN RHS",0.362918110418068,0.360051626302755,0.36772673386902,"pass","review","descriptive_review","descriptive_numerical_minimum"
"regime_shift","Regime Shift","qdesn_rhs_independent_vb","Independent QDESN RHS",0.431083091504623,0.426332686390603,0.441652286587046,"pass","review","descriptive_review","descriptive_numerical_minimum"
"student_t_location_scale","Student-t Location-Scale","joint_qdesn_rhs_vb","Joint QDESN RHS",0.336185778248707,0.334308438154886,0.339516818184849,"review","pass","descriptive_review","descriptive_numerical_minimum"
