"model_id","origin_date","target_date","horizon","lower","upper","nominal","covered","interval_score"
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-26,1,0.05,0.95,0.9,FALSE,5.85500118545702
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-27,2,0.05,0.95,0.9,FALSE,50.557879842639
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-28,3,0.05,0.95,0.9,FALSE,14.9465816430851
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-29,4,0.05,0.95,0.9,FALSE,4.73090672106562
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-30,5,0.05,0.95,0.9,FALSE,21.7067636942716
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-31,6,0.05,0.95,0.9,FALSE,64.3842186853824
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-01,7,0.05,0.95,0.9,FALSE,31.1646361783352
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-02,8,0.05,0.95,0.9,FALSE,15.3364548557749
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-03,9,0.05,0.95,0.9,FALSE,6.33349269372451
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-04,10,0.05,0.95,0.9,FALSE,19.485154625584
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-05,11,0.05,0.95,0.9,FALSE,30.6294403956194
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-06,12,0.05,0.95,0.9,FALSE,14.1210796436214
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-07,13,0.05,0.95,0.9,FALSE,6.62238262643423
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-08,14,0.05,0.95,0.9,FALSE,28.4974644016908
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-09,15,0.05,0.95,0.9,FALSE,53.8639956352787
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-10,16,0.05,0.95,0.9,FALSE,29.3743945766887
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-11,17,0.05,0.95,0.9,FALSE,28.1987135821638
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-12,18,0.05,0.95,0.9,FALSE,24.5843686424678
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-13,19,0.05,0.95,0.9,FALSE,28.1924463455395
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-14,20,0.05,0.95,0.9,FALSE,52.2845220988436
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-15,21,0.05,0.95,0.9,FALSE,34.8237493763542
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-16,22,0.05,0.95,0.9,FALSE,38.818316375739
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-17,23,0.05,0.95,0.9,FALSE,27.1427324065394
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-18,24,0.05,0.95,0.9,FALSE,20.438462266146
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-19,25,0.05,0.95,0.9,FALSE,17.6972903350839
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-20,26,0.05,0.95,0.9,FALSE,13.7974294377251
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-21,27,0.05,0.95,0.9,FALSE,11.2631845692623
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-22,28,0.05,0.95,0.9,FALSE,10.8263198060954
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-26,1,0.05,0.95,0.9,FALSE,4.11176979654787
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-27,2,0.05,0.95,0.9,FALSE,11.419451552562
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-28,3,0.05,0.95,0.9,TRUE,2.04956560907285
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-29,4,0.05,0.95,0.9,TRUE,2.12517857017048
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-30,5,0.05,0.95,0.9,TRUE,2.22902963484219
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-31,6,0.05,0.95,0.9,FALSE,37.9023432001736
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-01,7,0.05,0.95,0.9,FALSE,5.7602913574933
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-02,8,0.05,0.95,0.9,TRUE,2.30051784940844
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-03,9,0.05,0.95,0.9,TRUE,2.32131301024601
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-04,10,0.05,0.95,0.9,TRUE,2.40739317501239
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-05,11,0.05,0.95,0.9,FALSE,5.77140907997184
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-06,12,0.05,0.95,0.9,TRUE,2.45609135835602
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-07,13,0.05,0.95,0.9,TRUE,2.46537271027167
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-08,14,0.05,0.95,0.9,TRUE,2.43649023964191
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-09,15,0.05,0.95,0.9,FALSE,27.0706941055676
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-10,16,0.05,0.95,0.9,TRUE,2.41127642959999
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-11,17,0.05,0.95,0.9,TRUE,2.48646088365404
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-12,18,0.05,0.95,0.9,TRUE,2.5586208752383
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-13,19,0.05,0.95,0.9,TRUE,2.57115796161233
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-14,20,0.05,0.95,0.9,FALSE,22.5279545086607
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-15,21,0.05,0.95,0.9,FALSE,4.0318702498574
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-16,22,0.05,0.95,0.9,FALSE,7.93583582557975
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-17,23,0.05,0.95,0.9,TRUE,2.73479194817906
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-18,24,0.05,0.95,0.9,TRUE,2.74988713350008
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-19,25,0.05,0.95,0.9,TRUE,2.74655056750797
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-20,26,0.05,0.95,0.9,TRUE,2.78902815738163
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-21,27,0.05,0.95,0.9,TRUE,2.8115756433488
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-22,28,0.05,0.95,0.9,TRUE,2.89950028241242
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-26,1,0.15,0.8,0.65,FALSE,1.67285748155915
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-27,2,0.15,0.8,0.65,FALSE,16.1759595565785
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-28,3,0.15,0.8,0.65,FALSE,5.62259056342308
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-29,4,0.15,0.8,0.65,FALSE,2.44592472863908
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-30,5,0.15,0.8,0.65,FALSE,7.20067789520489
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-31,6,0.15,0.8,0.65,FALSE,19.8693983636101
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-01,7,0.15,0.8,0.65,FALSE,10.3359658925701
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-02,8,0.15,0.8,0.65,FALSE,5.81807488968247
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-03,9,0.15,0.8,0.65,FALSE,3.6012676637445
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-04,10,0.15,0.8,0.65,FALSE,6.86346487581715
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-05,11,0.15,0.8,0.65,FALSE,10.9756389066624
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-06,12,0.15,0.8,0.65,FALSE,5.26692907222102
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-07,13,0.15,0.8,0.65,FALSE,3.30185828000492
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-08,14,0.15,0.8,0.65,FALSE,9.60282852912908
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-09,15,0.15,0.8,0.65,FALSE,17.3160163694339
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-10,16,0.15,0.8,0.65,FALSE,10.1786565994201
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-11,17,0.15,0.8,0.65,FALSE,9.63482173575676
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-12,18,0.15,0.8,0.65,FALSE,9.19011857121605
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-13,19,0.15,0.8,0.65,FALSE,10.3104132951124
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-14,20,0.15,0.8,0.65,FALSE,17.1394314214895
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-15,21,0.15,0.8,0.65,FALSE,12.264588139378
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-16,22,0.15,0.8,0.65,FALSE,14.0694520733094
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-17,23,0.15,0.8,0.65,FALSE,9.92404852922524
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-18,24,0.15,0.8,0.65,FALSE,8.26587605738904
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-19,25,0.15,0.8,0.65,FALSE,7.60775781103808
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-20,26,0.15,0.8,0.65,FALSE,6.89760642420908
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-21,27,0.15,0.8,0.65,FALSE,6.26173604282738
"raw_glofas_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-22,28,0.15,0.8,0.65,FALSE,5.60166055883096
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-26,1,0.15,0.8,0.65,FALSE,2.56550032083275
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-27,2,0.15,0.8,0.65,FALSE,8.26301880093463
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-28,3,0.15,0.8,0.65,FALSE,2.1786961804632
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-29,4,0.15,0.8,0.65,TRUE,1.04719264857239
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-30,5,0.15,0.8,0.65,FALSE,2.87405824339414
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2022-12-31,6,0.15,0.8,0.65,FALSE,16.4302623193387
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-01,7,0.15,0.8,0.65,FALSE,7.46839800555953
"qdesn_latent_path_rhs_al_vb_glofas_deep_identity_d4w100m300a050_full7",2022-12-25,2023-01-02,8,0.15,0.8,0.65,FALSE,2.1989291790617
