"model_id","origin_date","target_date","horizon","crps_quantile_grid"
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2022-12-26,1,0.263475053345566
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2022-12-27,2,2.51860020277566
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2022-12-28,3,0.892705931312918
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2022-12-29,4,0.417175997536867
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2022-12-30,5,1.162547010302
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2022-12-31,6,3.12990239226459
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-01,7,1.61940759864428
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-02,8,0.897075802954318
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-03,9,0.589355540097015
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-04,10,1.09577939397659
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-05,11,1.73969768187217
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-06,12,0.911310043895042
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-07,13,0.58854752853917
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-08,14,1.53347903950816
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-09,15,2.73416107240907
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-10,16,1.59983958415151
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-11,17,1.53375168556061
