"model_id","origin_date","target_date","horizon","crps_quantile_grid"
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-12,18,1.45680377466289
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-13,19,1.61907216527744
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-14,20,2.70246970301726
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-15,21,1.94654980183006
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-16,22,2.20055860916607
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-17,23,1.63504217175453
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-18,24,1.36622580853699
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-19,25,1.23477876116425
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-20,26,1.09457623152345
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-21,27,0.999665513704142
"raw_glofas_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-22,28,0.90348781946864
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2022-12-26,1,0.494300572451601
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2022-12-27,2,0.902328946242274
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2022-12-28,3,0.462485169215346
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2022-12-29,4,0.377701068415593
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2022-12-30,5,0.51456072881509
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2022-12-31,6,2.06385565635253
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-01,7,0.873214297236521
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-02,8,0.491766865741294
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-03,9,0.45382800300354
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-04,10,0.536409317089947
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-05,11,0.875094435560736
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-06,12,0.526556229944031
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-07,13,0.470726088256124
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-08,14,0.688990405344466
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-09,15,1.57273681888224
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-10,16,0.703574733896193
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-11,17,0.661028251978955
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-12,18,0.617233495272374
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-13,19,0.687767854679648
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-14,20,1.41538221449534
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-15,21,0.825685437628911
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-16,22,0.945179959370847
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-17,23,0.64749632419268
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-18,24,0.54660254572851
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-19,25,0.520325634003897
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-20,26,0.49172250708961
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-21,27,0.472307426338104
"qdesn_latent_path_rhs_al_vb_glofas_stage_d_local_refinement_20260623_d_alpha_025",2022-12-25,2023-01-22,28,0.457375980385857
