"iteration","step","elapsed_seconds","fit_id","model_id","quantile_level","likelihood_family","coefficient_prior","source_run_id"
,"prior_initialization",0.0950000000000131,"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate_p05","qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate",0.05,"al","rhs_ns","glofas_calibration_broad_grid_20260619_arch04_a035_p05"
,"initial_row_moments",72.439,"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate_p05","qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate",0.05,"al","rhs_ns","glofas_calibration_broad_grid_20260619_arch04_a035_p05"
,"sigma_initialization",0.0360000000000014,"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate_p05","qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate",0.05,"al","rhs_ns","glofas_calibration_broad_grid_20260619_arch04_a035_p05"
,"initial_v_update",0.0229999999999961,"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate_p05","qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate",0.05,"al","rhs_ns","glofas_calibration_broad_grid_20260619_arch04_a035_p05"
1,"theta_update",13.542,"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate_p05","qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate",0.05,"al","rhs_ns","glofas_calibration_broad_grid_20260619_arch04_a035_p05"
1,"future_update",1.42500000000001,"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate_p05","qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate",0.05,"al","rhs_ns","glofas_calibration_broad_grid_20260619_arch04_a035_p05"
1,"row_moments",82.183,"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate_p05","qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate",0.05,"al","rhs_ns","glofas_calibration_broad_grid_20260619_arch04_a035_p05"
1,"v_update",0.0360000000000014,"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate_p05","qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate",0.05,"al","rhs_ns","glofas_calibration_broad_grid_20260619_arch04_a035_p05"
1,"sigma_update",0.0470000000000255,"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate_p05","qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate",0.05,"al","rhs_ns","glofas_calibration_broad_grid_20260619_arch04_a035_p05"
1,"prior_update",0.0609999999999786,"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate_p05","qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate",0.05,"al","rhs_ns","glofas_calibration_broad_grid_20260619_arch04_a035_p05"
1,"objective",0.0480000000000018,"qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate_p05","qdesn_latent_path_rhs_al_vb_glofas_calibration_broad_grid_20260619_arch04_a035_gate",0.05,"al","rhs_ns","glofas_calibration_broad_grid_20260619_arch04_a035_p05"
