"output_role","storage_class","promoted_path","source_path","run_id","diagnostic_run_id","config_path","article_git_sha","engine_repo_sha","engine_repo_sha_source","engine_repo_sha_field","source_sha256","promoted_sha256","file_size_bytes","promoted_at"
"score_summary_tex","article_table","/data/jaguir26/local/src/Article-Q-DESN/tables/glofas_application_score_summary__glofas_cal07_scorebalanced_spread140_add050_20260621.tex","/data/jaguir26/local/src/Article-Q-DESN/application/outputs/generated/glofas_cal07_scorebalanced_spread140_add050_synthesis_final/glofas_application_score_summary.tex","glofas_cal07_scorebalanced_spread140_add050_synthesis_final","glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures","/data/jaguir26/local/src/Article-Q-DESN/local_trackers/runtime_configs/glofas_calibration_broad_grid_20260619/cal07_scorebalanced_spread140_add050/synthesis_config.yaml","7d0d086ce4e579d94db6f4656cb18168354f0c17","73c043f0436b508808366f312350fd44c2d06771","synthesis_config.dependencies.qdesn_engine_required_commit","dependencies.qdesn_engine_required_commit","ca8da2f5743d474aa51304e51e4ea9fcff645d84fafb9f61acded8078b0a6739","ca8da2f5743d474aa51304e51e4ea9fcff645d84fafb9f61acded8078b0a6739",433,"2026-06-21 05:26:44 EDT"
"score_summary_csv","article_table","/data/jaguir26/local/src/Article-Q-DESN/tables/glofas_application_score_summary__glofas_cal07_scorebalanced_spread140_add050_20260621.csv","/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_cal07_scorebalanced_spread140_add050_synthesis_final/tables/score_summary.csv","glofas_cal07_scorebalanced_spread140_add050_synthesis_final","glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures","/data/jaguir26/local/src/Article-Q-DESN/local_trackers/runtime_configs/glofas_calibration_broad_grid_20260619/cal07_scorebalanced_spread140_add050/synthesis_config.yaml","7d0d086ce4e579d94db6f4656cb18168354f0c17","73c043f0436b508808366f312350fd44c2d06771","synthesis_config.dependencies.qdesn_engine_required_commit","dependencies.qdesn_engine_required_commit","eca6d3187e051d242197503d8feb61d2b251d7bce134e77054ce4d76608c1f01","eca6d3187e051d242197503d8feb61d2b251d7bce134e77054ce4d76608c1f01",562,"2026-06-21 05:26:44 EDT"
"post_fit_metrics_by_model","article_table","/data/jaguir26/local/src/Article-Q-DESN/tables/glofas_application_post_fit_metrics_by_model__glofas_cal07_scorebalanced_spread140_add050_20260621.csv","/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_cal07_scorebalanced_spread140_add050_synthesis_final/tables/post_fit_metrics_by_model.csv","glofas_cal07_scorebalanced_spread140_add050_synthesis_final","glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures","/data/jaguir26/local/src/Article-Q-DESN/local_trackers/runtime_configs/glofas_calibration_broad_grid_20260619/cal07_scorebalanced_spread140_add050/synthesis_config.yaml","7d0d086ce4e579d94db6f4656cb18168354f0c17","73c043f0436b508808366f312350fd44c2d06771","synthesis_config.dependencies.qdesn_engine_required_commit","dependencies.qdesn_engine_required_commit","36d0bfd9b2f1a9128f0cba6fe7144671f5f9ed3782363d7b7db4fe519527e958","36d0bfd9b2f1a9128f0cba6fe7144671f5f9ed3782363d7b7db4fe519527e958",756,"2026-06-21 05:26:44 EDT"
"post_fit_metrics_by_horizon","article_table","/data/jaguir26/local/src/Article-Q-DESN/tables/glofas_application_post_fit_metrics_by_horizon__glofas_cal07_scorebalanced_spread140_add050_20260621.csv","/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_cal07_scorebalanced_spread140_add050_synthesis_final/tables/post_fit_metrics_by_horizon.csv","glofas_cal07_scorebalanced_spread140_add050_synthesis_final","glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures","/data/jaguir26/local/src/Article-Q-DESN/local_trackers/runtime_configs/glofas_calibration_broad_grid_20260619/cal07_scorebalanced_spread140_add050/synthesis_config.yaml","7d0d086ce4e579d94db6f4656cb18168354f0c17","73c043f0436b508808366f312350fd44c2d06771","synthesis_config.dependencies.qdesn_engine_required_commit","dependencies.qdesn_engine_required_commit","a137a09e0db9b4e21a4cdf91bedfc8d9e57fa49d14994f47966446df8fd8d037","a137a09e0db9b4e21a4cdf91bedfc8d9e57fa49d14994f47966446df8fd8d037",12736,"2026-06-21 05:26:44 EDT"
"post_fit_forecast_window_band_check","article_table","/data/jaguir26/local/src/Article-Q-DESN/tables/glofas_application_forecast_window_band_check__glofas_cal07_scorebalanced_spread140_add050_20260621.csv","/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_cal07_scorebalanced_spread140_add050_synthesis_final/tables/prediction_quantiles_synthesized.csv","glofas_cal07_scorebalanced_spread140_add050_synthesis_final","glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures","/data/jaguir26/local/src/Article-Q-DESN/local_trackers/runtime_configs/glofas_calibration_broad_grid_20260619/cal07_scorebalanced_spread140_add050/synthesis_config.yaml","7d0d086ce4e579d94db6f4656cb18168354f0c17","73c043f0436b508808366f312350fd44c2d06771","synthesis_config.dependencies.qdesn_engine_required_commit","dependencies.qdesn_engine_required_commit","101db5263d2f2109ba602f2ec8cf24507af9c9085a5dabb8dfc9471dd9c193b4","101db5263d2f2109ba602f2ec8cf24507af9c9085a5dabb8dfc9471dd9c193b4",269821,"2026-06-21 05:26:44 EDT"
"post_fit_forecast_window_band_check_uncalibrated","diagnostic_table","/data/jaguir26/local/src/Article-Q-DESN/tables/glofas_application_forecast_window_band_check_uncalibrated__glofas_cal07_scorebalanced_spread140_add050_20260621.csv","/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_cal07_scorebalanced_spread140_add050_synthesis_final/tables/prediction_quantiles_synthesized_uncalibrated.csv","glofas_cal07_scorebalanced_spread140_add050_synthesis_final","glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures","/data/jaguir26/local/src/Article-Q-DESN/local_trackers/runtime_configs/glofas_calibration_broad_grid_20260619/cal07_scorebalanced_spread140_add050/synthesis_config.yaml","7d0d086ce4e579d94db6f4656cb18168354f0c17","73c043f0436b508808366f312350fd44c2d06771","synthesis_config.dependencies.qdesn_engine_required_commit","dependencies.qdesn_engine_required_commit","348a2459276f95117b8144257d2c8e6ebf730ecaccac7c4fe6e6d9ccdd9a29c4","348a2459276f95117b8144257d2c8e6ebf730ecaccac7c4fe6e6d9ccdd9a29c4",242735,"2026-06-21 05:26:44 EDT"
"spread_calibration_manifest","provenance_snapshot","/data/jaguir26/local/src/Article-Q-DESN/tables/glofas_application_spread_calibration_manifest__glofas_cal07_scorebalanced_spread140_add050_20260621.csv","/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_cal07_scorebalanced_spread140_add050_synthesis_final/tables/spread_calibration_manifest.csv","glofas_cal07_scorebalanced_spread140_add050_synthesis_final","glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures","/data/jaguir26/local/src/Article-Q-DESN/local_trackers/runtime_configs/glofas_calibration_broad_grid_20260619/cal07_scorebalanced_spread140_add050/synthesis_config.yaml","7d0d086ce4e579d94db6f4656cb18168354f0c17","73c043f0436b508808366f312350fd44c2d06771","synthesis_config.dependencies.qdesn_engine_required_commit","dependencies.qdesn_engine_required_commit","76c8a7fc37d7f70aaa880fce2a04e2b21cfcf66b58c54af684202ab00d350cda","76c8a7fc37d7f70aaa880fce2a04e2b21cfcf66b58c54af684202ab00d350cda",232,"2026-06-21 05:26:44 EDT"
"post_fit_parameter_summary","article_table","/data/jaguir26/local/src/Article-Q-DESN/tables/glofas_application_post_fit_parameter_summary__glofas_cal07_scorebalanced_spread140_add050_20260621.csv","/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures/tables/vb_convergence_runtime_summary.csv","glofas_cal07_scorebalanced_spread140_add050_synthesis_final","glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures","/data/jaguir26/local/src/Article-Q-DESN/local_trackers/runtime_configs/glofas_calibration_broad_grid_20260619/cal07_scorebalanced_spread140_add050/synthesis_config.yaml","7d0d086ce4e579d94db6f4656cb18168354f0c17","73c043f0436b508808366f312350fd44c2d06771","synthesis_config.dependencies.qdesn_engine_required_commit","dependencies.qdesn_engine_required_commit","c9bc94b0c483182d5c0793e954068d1728a26f563e778a7dd8ed27ef00a837b5","c9bc94b0c483182d5c0793e954068d1728a26f563e778a7dd8ed27ef00a837b5",3756,"2026-06-21 05:26:44 EDT"
"post_fit_trace_summary","article_table","/data/jaguir26/local/src/Article-Q-DESN/tables/glofas_application_post_fit_trace_summary__glofas_cal07_scorebalanced_spread140_add050_20260621.csv","/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures/tables/vb_convergence_runtime_summary.csv","glofas_cal07_scorebalanced_spread140_add050_synthesis_final","glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures","/data/jaguir26/local/src/Article-Q-DESN/local_trackers/runtime_configs/glofas_calibration_broad_grid_20260619/cal07_scorebalanced_spread140_add050/synthesis_config.yaml","7d0d086ce4e579d94db6f4656cb18168354f0c17","73c043f0436b508808366f312350fd44c2d06771","synthesis_config.dependencies.qdesn_engine_required_commit","dependencies.qdesn_engine_required_commit","c9bc94b0c483182d5c0793e954068d1728a26f563e778a7dd8ed27ef00a837b5","c9bc94b0c483182d5c0793e954068d1728a26f563e778a7dd8ed27ef00a837b5",3756,"2026-06-21 05:26:44 EDT"
"launch_readiness_report","article_table","/data/jaguir26/local/src/Article-Q-DESN/tables/glofas_application_launch_readiness_report__glofas_cal07_scorebalanced_spread140_add050_20260621.csv","/data/jaguir26/local/src/Article-Q-DESN/application/runs/glofas_cal07_scorebalanced_spread140_add050_synthesis_final/tables/launch_readiness_report.csv","glofas_cal07_scorebalanced_spread140_add050_synthesis_final","glofas_cal07_scorebalanced_spread140_add050_diagnostic_figures","/data/jaguir26/local/src/Article-Q-DESN/local_trackers/runtime_configs/glofas_calibration_broad_grid_20260619/cal07_scorebalanced_spread140_add050/synthesis_config.yaml","7d0d086ce4e579d94db6f4656cb18168354f0c17","73c043f0436b508808366f312350fd44c2d06771","synthesis_config.dependencies.qdesn_engine_required_commit","dependencies.qdesn_engine_required_commit","c17cad0df346a62ccb7555ae0babeb2b703a826ec7de040955bed0299e34d410","c17cad0df346a62ccb7555ae0babeb2b703a826ec7de040955bed0299e34d410",2088,"2026-06-21 05:26:44 EDT"
