"candidate_id","window","estimate_mode","date_min","date_max","n_dates","n_quantiles","mean_pinball_loss","crps_quantile_grid_mean","interval_coverage","interval_width","interval_score","median_log1p_mae","median_log1p_rmse","crossing_date_fraction","crossing_pair_count","max_crossing_magnitude","mean_abs_isotonic_adjustment","max_abs_isotonic_adjustment","rank","selection_status"
"fr09_persistence_innovation","all","isotonic","1988-10-10","2022-12-25",12495,7,0.0222943740221996,0.044499586502209,0.906042416966787,0.275335921221719,0.442421407619293,0.0624400912464597,0.210285052744284,0.101000400160064,1665,0.060391436238334,5.92073592022681e-05,0.0439381929964665,1,"observed_window_evidence_complete_forecast_window_still_blinded"
